Skill,Explanation,Related Course,Credits,Collapsed Skill,Program,Title,Professor,Professor Google Scholar Citations,Description,Semester
Probability theory,Students will learn the principles and concepts of probability theory and its application in statistical analysis.,Introduction to Statistics,3,Probability theory,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Fall 2023
Probability theory,Students will learn the principles and concepts of probability theory and its application in statistical analysis.,Introduction to Statistics,3,Probability theory,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Spring 2023
Sampling distributions,Students will gain knowledge about the theory of sampling distributions and its importance in statistical inference.,Introduction to Statistics,3,Sampling distributions,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Fall 2023
Sampling distributions,Students will gain knowledge about the theory of sampling distributions and its importance in statistical inference.,Introduction to Statistics,3,Sampling distributions,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Spring 2023
Linear regression,Students will learn about linear regression models and how to use them to analyze relationships between variables.,Introduction to Statistics,3,Linear regression,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Fall 2023
Linear regression,Students will learn about linear regression models and how to use them to analyze relationships between variables.,Introduction to Statistics,3,Linear regression,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Spring 2023
Analysis of variance,Students will acquire knowledge of analysis of variance (ANOVA) and its application in comparing group means.,Introduction to Statistics,3,Analysis of variance,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Fall 2023
Analysis of variance,Students will acquire knowledge of analysis of variance (ANOVA) and its application in comparing group means.,Introduction to Statistics,3,Analysis of variance,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Spring 2023
Confidence intervals and hypothesis testing,Students will learn about the concepts of confidence intervals and hypothesis testing and how to apply them in statistical inference.,Introduction to Statistics,3,Confidence intervals and hypothesis testing,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Fall 2023
Confidence intervals and hypothesis testing,Students will learn about the concepts of confidence intervals and hypothesis testing and how to apply them in statistical inference.,Introduction to Statistics,3,Confidence intervals and hypothesis testing,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Spring 2023
Probability theory,Students will learn the principles and concepts of probability theory and its application in statistical analysis.,Introduction to Statistics,3,Probability theory,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Fall 2023
Probability theory,Students will learn the principles and concepts of probability theory and its application in statistical analysis.,Introduction to Statistics,3,Probability theory,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Spring 2023
Sampling distributions,Students will gain knowledge about the theory of sampling distributions and its importance in statistical inference.,Introduction to Statistics,3,Sampling distributions,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Fall 2023
Sampling distributions,Students will gain knowledge about the theory of sampling distributions and its importance in statistical inference.,Introduction to Statistics,3,Sampling distributions,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Spring 2023
Linear regression,Students will learn about linear regression models and how to use them to analyze relationships between variables.,Introduction to Statistics,3,Linear regression,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Fall 2023
Linear regression,Students will learn about linear regression models and how to use them to analyze relationships between variables.,Introduction to Statistics,3,Linear regression,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Spring 2023
Analysis of variance,Students will gain knowledge of analysis of variance (ANOVA) and its application in comparing means across different groups.,Introduction to Statistics,3,Analysis of variance,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Fall 2023
Analysis of variance,Students will gain knowledge of analysis of variance (ANOVA) and its application in comparing means across different groups.,Introduction to Statistics,3,Analysis of variance,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Spring 2023
Confidence intervals and hypothesis testing,Students will learn about the concepts of confidence intervals and hypothesis testing and how to apply them in statistical inference.,Introduction to Statistics,3,Confidence intervals and hypothesis testing,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Fall 2023
Confidence intervals and hypothesis testing,Students will learn about the concepts of confidence intervals and hypothesis testing and how to apply them in statistical inference.,Introduction to Statistics,3,Confidence intervals and hypothesis testing,STAT,Introduction to Statistics,Alexander Clark,3.0,"Prerequisites: intermediate high school algebra. Designed for students in fields that emphasize quantitative methods. Graphical and numerical summaries, probability, theory of sampling distributions, linear regression, analysis of variance, confidence intervals and hypothesis testing. Quantitative reasoning and data analysis. Practical experience with statistical software. Illustrations are taken from a variety of fields. Data-collection/analysis project with emphasis on study designs is part of the coursework requirement.",Spring 2023
Database design,"Students will learn how to design a database, including entity-relationship modeling and logical design of relational databases. This knowledge is essential for creating efficient and well-structured databases.",Introduction to Databases,3,Database design,COMS,Introduction to Databases,Luis Gravano,17468.0,"Prerequisites: (COMS W3134) or (COMS W3137) or (COMS W3136) and fluency in Java); or the instructor's permission. The fundamentals of database design and application development using databases: entity-relationship modeling, logical design of relational databases, relational data definition and manipulation languages, SQL, XML, query processing, physical database tuning, transaction processing, security. Programming projects are required.",Fall 2023
Database design,"Students will learn how to design a database, including entity-relationship modeling and logical design of relational databases. This knowledge is essential for creating efficient and well-structured databases.",Introduction to Databases,3,Database design,COMS,Introduction to Databases,Kenneth A Ross,15183.0,"Prerequisites: (COMS W3134) or (COMS W3137) or (COMS W3136) and fluency in Java); or the instructor's permission. The fundamentals of database design and application development using databases: entity-relationship modeling, logical design of relational databases, relational data definition and manipulation languages, SQL, XML, query processing, physical database tuning, transaction processing, security. Programming projects are required.",Spring 2023
Relational data definition and manipulation languages,Students will acquire knowledge of the languages used to define and manipulate relational data in databases. This knowledge is crucial for effectively working with relational databases.,Introduction to Databases,3,Relational data definition and manipulation languages,COMS,Introduction to Databases,Luis Gravano,17468.0,"Prerequisites: (COMS W3134) or (COMS W3137) or (COMS W3136) and fluency in Java); or the instructor's permission. The fundamentals of database design and application development using databases: entity-relationship modeling, logical design of relational databases, relational data definition and manipulation languages, SQL, XML, query processing, physical database tuning, transaction processing, security. Programming projects are required.",Fall 2023
Relational data definition and manipulation languages,Students will acquire knowledge of the languages used to define and manipulate relational data in databases. This knowledge is crucial for effectively working with relational databases.,Introduction to Databases,3,Relational data definition and manipulation languages,COMS,Introduction to Databases,Kenneth A Ross,15183.0,"Prerequisites: (COMS W3134) or (COMS W3137) or (COMS W3136) and fluency in Java); or the instructor's permission. The fundamentals of database design and application development using databases: entity-relationship modeling, logical design of relational databases, relational data definition and manipulation languages, SQL, XML, query processing, physical database tuning, transaction processing, security. Programming projects are required.",Spring 2023
Database design,"Students will learn how to design a database, including entity-relationship modeling and logical design of relational databases. This knowledge is essential for creating efficient and well-structured databases.",Introduction to Databases,3,Database design,COMS,Introduction to Databases,Luis Gravano,17468.0,"Prerequisites: (COMS W3134) or (COMS W3137) or (COMS W3136) and fluency in Java); or the instructor's permission. The fundamentals of database design and application development using databases: entity-relationship modeling, logical design of relational databases, relational data definition and manipulation languages, SQL, XML, query processing, physical database tuning, transaction processing, security. Programming projects are required.",Fall 2023
Database design,"Students will learn how to design a database, including entity-relationship modeling and logical design of relational databases. This knowledge is essential for creating efficient and well-structured databases.",Introduction to Databases,3,Database design,COMS,Introduction to Databases,Kenneth A Ross,15183.0,"Prerequisites: (COMS W3134) or (COMS W3137) or (COMS W3136) and fluency in Java); or the instructor's permission. The fundamentals of database design and application development using databases: entity-relationship modeling, logical design of relational databases, relational data definition and manipulation languages, SQL, XML, query processing, physical database tuning, transaction processing, security. Programming projects are required.",Spring 2023
Relational data definition and manipulation languages,Students will acquire knowledge of the languages used to define and manipulate relational data in databases. This knowledge is crucial for effectively working with relational databases.,Introduction to Databases,3,Relational data definition and manipulation languages,COMS,Introduction to Databases,Luis Gravano,17468.0,"Prerequisites: (COMS W3134) or (COMS W3137) or (COMS W3136) and fluency in Java); or the instructor's permission. The fundamentals of database design and application development using databases: entity-relationship modeling, logical design of relational databases, relational data definition and manipulation languages, SQL, XML, query processing, physical database tuning, transaction processing, security. Programming projects are required.",Fall 2023
Relational data definition and manipulation languages,Students will acquire knowledge of the languages used to define and manipulate relational data in databases. This knowledge is crucial for effectively working with relational databases.,Introduction to Databases,3,Relational data definition and manipulation languages,COMS,Introduction to Databases,Kenneth A Ross,15183.0,"Prerequisites: (COMS W3134) or (COMS W3137) or (COMS W3136) and fluency in Java); or the instructor's permission. The fundamentals of database design and application development using databases: entity-relationship modeling, logical design of relational databases, relational data definition and manipulation languages, SQL, XML, query processing, physical database tuning, transaction processing, security. Programming projects are required.",Spring 2023
Distributed Systems Architecture,"Students will acquire knowledge about the architecture of distributed systems, including concepts like clock synchronization, logical clocks, and distributed mutex.",Distributed Systems Fundamentals,3,Distributed Systems Architecture,COMS,Distributed Systems Fundamentals,Roxana Geambasu,1895.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) and (COMS W3157 or COMS W4118 or CSEE W4119) Design and implementation of large-scale distributed and cloud systems. Teaches abstractions, design and implementation techniques that enable the building of fast, scalable, fault-tolerant distributed systems. Topics include distributed communication models (e.g. sockets, remote procedure calls, distributed shared memory), distributed synchronization (clock synchronization, logical clocks, distributed mutex), distributed file systems, replication, consistency models, fault tolerance, distributed transactions, agreement and commitment, Paxos-based consensus, MapReduce infrastructures, scalable distributed databases. Combines concepts and algorithms with descriptions of real-world implementations at Google, Facebook, Yahoo, Microsoft, LinkedIn, etc.",Fall 2023
Replication and Consistency Models,Students will learn about replication techniques and consistency models used in distributed systems.,Distributed Systems Fundamentals,3,Replication and Consistency Models,COMS,Distributed Systems Fundamentals,Roxana Geambasu,1895.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) and (COMS W3157 or COMS W4118 or CSEE W4119) Design and implementation of large-scale distributed and cloud systems. Teaches abstractions, design and implementation techniques that enable the building of fast, scalable, fault-tolerant distributed systems. Topics include distributed communication models (e.g. sockets, remote procedure calls, distributed shared memory), distributed synchronization (clock synchronization, logical clocks, distributed mutex), distributed file systems, replication, consistency models, fault tolerance, distributed transactions, agreement and commitment, Paxos-based consensus, MapReduce infrastructures, scalable distributed databases. Combines concepts and algorithms with descriptions of real-world implementations at Google, Facebook, Yahoo, Microsoft, LinkedIn, etc.",Fall 2023
Distributed Transactions,Students will gain knowledge about distributed transactions and the challenges associated with them.,Distributed Systems Fundamentals,3,Distributed Transactions,COMS,Distributed Systems Fundamentals,Roxana Geambasu,1895.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) and (COMS W3157 or COMS W4118 or CSEE W4119) Design and implementation of large-scale distributed and cloud systems. Teaches abstractions, design and implementation techniques that enable the building of fast, scalable, fault-tolerant distributed systems. Topics include distributed communication models (e.g. sockets, remote procedure calls, distributed shared memory), distributed synchronization (clock synchronization, logical clocks, distributed mutex), distributed file systems, replication, consistency models, fault tolerance, distributed transactions, agreement and commitment, Paxos-based consensus, MapReduce infrastructures, scalable distributed databases. Combines concepts and algorithms with descriptions of real-world implementations at Google, Facebook, Yahoo, Microsoft, LinkedIn, etc.",Fall 2023
Paxos-based Consensus,Students will learn about the Paxos algorithm and its role in achieving consensus in distributed systems.,Distributed Systems Fundamentals,3,Paxos-based Consensus,COMS,Distributed Systems Fundamentals,Roxana Geambasu,1895.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) and (COMS W3157 or COMS W4118 or CSEE W4119) Design and implementation of large-scale distributed and cloud systems. Teaches abstractions, design and implementation techniques that enable the building of fast, scalable, fault-tolerant distributed systems. Topics include distributed communication models (e.g. sockets, remote procedure calls, distributed shared memory), distributed synchronization (clock synchronization, logical clocks, distributed mutex), distributed file systems, replication, consistency models, fault tolerance, distributed transactions, agreement and commitment, Paxos-based consensus, MapReduce infrastructures, scalable distributed databases. Combines concepts and algorithms with descriptions of real-world implementations at Google, Facebook, Yahoo, Microsoft, LinkedIn, etc.",Fall 2023
MapReduce Infrastructures,Students will acquire knowledge about MapReduce infrastructures and their use in distributed systems.,Distributed Systems Fundamentals,3,MapReduce Infrastructures,COMS,Distributed Systems Fundamentals,Roxana Geambasu,1895.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) and (COMS W3157 or COMS W4118 or CSEE W4119) Design and implementation of large-scale distributed and cloud systems. Teaches abstractions, design and implementation techniques that enable the building of fast, scalable, fault-tolerant distributed systems. Topics include distributed communication models (e.g. sockets, remote procedure calls, distributed shared memory), distributed synchronization (clock synchronization, logical clocks, distributed mutex), distributed file systems, replication, consistency models, fault tolerance, distributed transactions, agreement and commitment, Paxos-based consensus, MapReduce infrastructures, scalable distributed databases. Combines concepts and algorithms with descriptions of real-world implementations at Google, Facebook, Yahoo, Microsoft, LinkedIn, etc.",Fall 2023
Linear algebra,"Students will acquire knowledge of linear algebra concepts and techniques, which are essential for understanding and applying machine learning algorithms.",Machine Learning,3,Linear algebra,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Linear algebra,"Students will acquire knowledge of linear algebra concepts and techniques, which are essential for understanding and applying machine learning algorithms.",Machine Learning,3,Linear algebra,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Statistics,"Students will gain knowledge of statistical concepts and methods, which are fundamental for analyzing and interpreting data in machine learning.",Machine Learning,3,Statistics,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Statistics,"Students will gain knowledge of statistical concepts and methods, which are fundamental for analyzing and interpreting data in machine learning.",Machine Learning,3,Statistics,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Artificial Intelligence,"Students will learn about the principles and techniques of artificial intelligence, which provide a foundation for understanding and applying machine learning algorithms.",Machine Learning,3,,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Artificial Intelligence,"Students will learn about the principles and techniques of artificial intelligence, which provide a foundation for understanding and applying machine learning algorithms.",Machine Learning,3,,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Gaussian distributions,Students will learn about Gaussian distributions and their role in probabilistic modeling and inference in machine learning.,Machine Learning,3,Gaussian distributions,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Gaussian distributions,Students will learn about Gaussian distributions and their role in probabilistic modeling and inference in machine learning.,Machine Learning,3,Gaussian distributions,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Exponential family distributions,Students will acquire knowledge of exponential family distributions and their applications in machine learning models.,Machine Learning,3,Exponential family distributions,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Exponential family distributions,Students will acquire knowledge of exponential family distributions and their applications in machine learning models.,Machine Learning,3,Exponential family distributions,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Linear algebra,"Students will acquire knowledge of linear algebra concepts and techniques, which are essential for understanding and applying machine learning algorithms.",Machine Learning,3,Linear algebra,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Linear algebra,"Students will acquire knowledge of linear algebra concepts and techniques, which are essential for understanding and applying machine learning algorithms.",Machine Learning,3,Linear algebra,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Statistics,"Students will gain knowledge of statistical concepts and methods, which are fundamental for analyzing and interpreting data in machine learning.",Machine Learning,3,Statistics,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Statistics,"Students will gain knowledge of statistical concepts and methods, which are fundamental for analyzing and interpreting data in machine learning.",Machine Learning,3,Statistics,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Artificial Intelligence,"Students will learn about the principles and techniques of artificial intelligence, which provide a foundation for understanding and applying machine learning algorithms.",Machine Learning,3,,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Artificial Intelligence,"Students will learn about the principles and techniques of artificial intelligence, which provide a foundation for understanding and applying machine learning algorithms.",Machine Learning,3,,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
