Skill,Explanation,Related Course,Credits,Semester
Algorithm design,Students will learn the principles of algorithm design and how to apply them in computational biology.,"6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Sequence analysis,"Students will gain proficiency in analyzing biological sequences, such as DNA and RNA, using computational methods.","6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Gene finding,Students will learn how to identify genes within a genome using computational techniques.,"6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Database search,Students will develop the skill of searching and retrieving information from biological databases.,"6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Genome alignment and assembly,Students will learn how to align and assemble genomic sequences to understand their structure and organization.,"6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Machine learning model selection,Students will learn how to select the appropriate machine learning models for different life sciences problems.,"6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
TensorFlow,"Students will gain proficiency in using TensorFlow, a popular deep learning framework.","6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Data interpretation,Students will develop the skill of interpreting data in the context of life sciences problems.,"6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Experiment design,"Students will learn how to design experiments for life sciences research, including the choice and interpretation of interventions.","6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Robustness analysis,Students will learn how to assess the robustness of machine learning models in the context of life sciences applications.,"6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Machine learning model selection,Students will learn how to select the appropriate machine learning models for different life sciences problems.,"6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
TensorFlow,"Students will gain proficiency in using TensorFlow, a popular deep learning framework.","6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Interpretation,Students will develop the skill of interpreting the results and outputs of machine learning models in the context of life sciences problems.,"6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Experiment design,Students will learn how to design experiments and interventions for life sciences research.,"6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Robustness,Students will learn how to ensure the robustness and reliability of machine learning models in the life sciences field.,"6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Quantitative analysis,Students will develop the skill of quantitative analysis as they learn to characterize and model cellular networks in synthetic biology.,"6.8720[J] Principles of Synthetic Biology
",1,Fall 2023
Biomolecular system design,Students will gain proficiency in the skill of designing biomolecular systems for synthetic biology applications.,"6.8720[J] Principles of Synthetic Biology
",1,Fall 2023
Problem-solving,Students will enhance their problem-solving skills as they work on analysis and design projects in synthetic biology.,"6.8720[J] Principles of Synthetic Biology
",1,Fall 2023
Data modeling,Students will learn how to manipulate and handle data in order to model and analyze synthetic biological systems.,"6.8720[J] Principles of Synthetic Biology
",1,Fall 2023
Programming,Students will develop programming skills as they work on designing and diagnosing synthetic biological systems.,"6.8720[J] Principles of Synthetic Biology
",1,Fall 2023
Quantitative analysis,Students will develop the skill of quantitative analysis as they learn to characterize and model cellular networks in synthetic biology.,"6.8721[J] Principles of Synthetic Biology
",1,Fall 2023
Biomolecular system design,Students will gain proficiency in designing biomolecular systems for synthetic biological applications.,"6.8721[J] Principles of Synthetic Biology
",1,Fall 2023
Problem-solving,Students will enhance their problem-solving skills as they work on analyzing and designing synthetic biological applications.,"6.8721[J] Principles of Synthetic Biology
",1,Fall 2023
Data analysis,Students will learn how to handle and manipulate data in order to analyze and design synthetic biological systems.,"6.8721[J] Principles of Synthetic Biology
",1,Fall 2023
Research skills,Students will develop research skills as they explore cutting-edge applications in synthetic biology and engage in additional assignments in the graduate version of the course.,"6.8721[J] Principles of Synthetic Biology
",1,Fall 2023
Systems modeling,Students will learn how to create models of the human cardiovascular system and medical imaging using systems modeling techniques.,"6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023
Signal analysis,"Students will gain proficiency in analyzing signals, specifically electrocardiograms and medical imaging data, to extract meaningful information.","6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023
Design,"Students will develop the ability to design experiments and projects related to biomedical systems, including data collection, image reconstruction, and analysis.","6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023
Data collection,"Students will learn how to collect data for image reconstruction, image analysis, and inference in the context of biomedical systems.","6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023
Assembly,"Students will acquire the skill of assembling interactive and portable low-cost devices, such as kits, to demonstrate the fundamental building blocks of an MRI system.","6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023
Biophysics,Students will gain proficiency in understanding the principles and concepts of biophysics as it relates to cellular neurophysiology and computing.,"6.4810[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Laboratory techniques,Students will develop skills in conducting laboratory experiments and exercises to illustrate the concepts learned in the course.,"6.4810[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Biophysics,Students will gain proficiency in understanding the principles and concepts of biophysics.,"6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Laboratory techniques,Students will develop skills in conducting laboratory experiments and exercises related to cellular neurophysiology.,"6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Data analysis,Students will learn how to analyze and interpret data collected from experiments and exercises.,"6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Neural computing,Students will acquire skills in applying computational methods and techniques to study neural systems.,"6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Communication,Students will enhance their communication skills through presenting their findings and research in written and oral formats.,"6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Data analysis,Students will develop the skill of analyzing data related to energy and mass flow in human organ systems.,"6.4820[J] Quantitative and Clinical Physiology
",1,Fall 2023
Laboratory techniques,"Students will acquire practical skills in conducting laboratory work, including animal studies.","6.4820[J] Quantitative and Clinical Physiology
",1,Fall 2023
Data analysis,Students will develop the skill of analyzing data related to energy and mass flow in human organ systems.,"6.4822[J] Quantitative Physiology: Organ Transport Systems
",1,Fall 2023
Laboratory techniques,"Students will acquire the skill of conducting laboratory work, including animal studies, to study organ transport systems.","6.4822[J] Quantitative Physiology: Organ Transport Systems
",1,Fall 2023
Mathematical modeling,Students will learn how to use mathematical models to describe and analyze biological systems.,"6.4830[J] Fields, Forces and Flows in Biological Systems
",1,Fall 2023
Data analysis,"Students will develop skills in analyzing and interpreting data related to electric fields, fluid flows, and transport phenomena in biological systems.","6.4830[J] Fields, Forces and Flows in Biological Systems
",1,Fall 2023
Mathematical modeling,Students will learn how to use mathematical models to analyze and understand biological systems.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023
Data analysis,Students will develop skills in analyzing and interpreting data related to biological systems.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023
Problem-solving,Students will develop problem-solving skills as they apply concepts and principles to solve complex biological problems.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023
Technical writing,Students will enhance their ability to communicate scientific concepts and findings through technical writing.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023
Critical thinking,Students will develop critical thinking skills as they evaluate and analyze biological phenomena and their underlying principles.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023
Application of scaling laws,"Students will learn how to apply scaling laws to biomechanical phenomena, allowing them to analyze and understand the behavior of biological systems at different length scales.","6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Continuum mechanics,"Students will develop proficiency in the principles and methods of continuum mechanics, enabling them to analyze the mechanical behavior of tissues and biomolecular structures.","6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Experimental methods,"Students will gain practical skills in using experimental methods to probe and study structures at the tissue, cellular, and molecular levels in the field of biomechanics.","6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Data analysis,Students will learn how to analyze and interpret data obtained from experimental studies in order to draw meaningful conclusions about the mechanical properties of biological systems.,"6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Problem-solving,"Through the application of scaling laws and continuum mechanics principles, students will develop problem-solving skills to address complex biomechanical phenomena and propose solutions.","6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Application of scaling laws,"Students will learn how to apply scaling laws to biomechanical phenomena, which involves manipulating data and making calculations to understand the relationship between different length scales.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Continuum mechanics,"Students will develop proficiency in the principles and techniques of continuum mechanics, which involves manipulating mathematical models and equations to analyze the behavior of materials and structures.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Experimental methods,"Students will gain practical skills in using experimental methods to probe structures at the tissue, cellular, and molecular levels, which involves handling equipment, collecting data, and analyzing results.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Molecular basis for macroscopic properties,"Students will learn how to analyze the molecular basis for macroscopic properties in biomechanical systems, which involves understanding and interpreting complex biological data.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Biomolecular mechanics,"Students will acquire knowledge and skills in analyzing the mechanics of biomolecules, which involves manipulating data and applying mathematical models to understand the behavior of biological molecules.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Design optimization,Students will learn how to optimize designs using analytical techniques to achieve desired outcomes.,"6.4860[J] Medical Device Design
",1,Fall 2023
Project management,"Students will develop skills in managing projects, including planning, organizing, and coordinating tasks and resources.","6.4860[J] Medical Device Design
",1,Fall 2023
Mechanical circuit design,Students will gain proficiency in designing mechanical circuits for medical devices.,"6.4860[J] Medical Device Design
",1,Fall 2023
Electrical circuit design,Students will learn how to design electrical circuits for medical devices.,"6.4860[J] Medical Device Design
",1,Fall 2023
Sensor design,Students will develop skills in designing sensors for medical devices.,"6.4860[J] Medical Device Design
",1,Fall 2023
Design process,Students will learn and practice a deterministic design process to develop creative designs for medical devices.,"6.4861[J] Medical Device Design
",1,Fall 2023
Project management,Students will gain skills in managing projects related to the design of medical devices.,"6.4861[J] Medical Device Design
",1,Fall 2023
Mechanical circuit design,Students will develop proficiency in designing mechanical circuits for medical devices.,"6.4861[J] Medical Device Design
",1,Fall 2023
Electrical circuit design,Students will learn and apply techniques for designing electrical circuits in medical devices.,"6.4861[J] Medical Device Design
",1,Fall 2023
Sensor design,Students will acquire knowledge and skills in designing sensors for medical devices.,"6.4861[J] Medical Device Design
",1,Fall 2023
Experimental techniques,"Students will learn and practice various experimental techniques used in synthetic biology research, such as gene assembly and characterization.","6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023
Computational modeling,Students will gain proficiency in using computational tools and techniques to model and analyze the results of their experimental work.,"6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023
Quantitative analysis,"Students will develop the ability to perform quantitative analysis of experimental data, including the use of flow cytometry.","6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023
Literature review,Students will learn how to effectively review and analyze current literature in the field of synthetic biology.,"6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023
Oral and written communication,"Students will enhance their communication skills through instruction and practice in both oral and written forms, specifically in the context of presenting and discussing their research findings.","6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023
Signal processing,Students will gain proficiency in processing digital signals and noise.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023
Machine learning,"Students will learn the basics of machine learning, including decision trees, clustering, and classification.","6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023
Experimental design,Students will develop skills in designing and running structured experiments.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023
Programming,Students will enhance their programming skills through the development and testing of procedures.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023
Biomedical signal analysis,"Students will learn how to analyze biomedical signals generated from electrocardiograms, glucose detectors, ultrasound images, and magnetic resonance images.","6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023
MATLAB,Students will gain proficiency in using MATLAB for processing physiological data.,"6.8800[J] Biomedical Signal and Image Processing
",1,Fall 2023
Signal processing,Students will learn the techniques and algorithms used for processing both deterministic and random signals.,"6.8800[J] Biomedical Signal and Image Processing
",1,Fall 2023
MATLAB,Students will gain proficiency in using MATLAB for processing physiological data.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023
Feature extraction,Students will learn how to extract relevant features from biomedical signals.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023
Modeling,Students will develop the skill of creating mathematical models to represent physiological processes.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023
Signal processing,Students will learn various techniques and algorithms for processing both deterministic and random signals.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023
Coding,Students will acquire the skill of coding algorithms and functions for signal processing tasks.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023
Matlab,Students will gain proficiency in using Matlab for working with real data in MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023
Fourier analysis,Students will learn how to apply Fourier analysis to analyze signals and noise in linear systems in MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023
RF excitation design,Students will learn how to design RF excitation in MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023
Parallel encoding,Students will learn about parallel encoding techniques used in MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023
Non-uniform sampling,Students will learn about the reconstruction of non-uniformly sampled data in MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023
Mathematical modeling,Students will learn how to create mathematical models for the quantification of auditory-based behavior.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023
Data analysis,Students will develop skills in analyzing data related to the auditory system.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023
Programming,Students will gain proficiency in programming as they work on projects related to signal processing by the auditory system.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023
Research skills,Students will learn how to conduct research in the field of auditory signal processing.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023
Problem-solving,Students will develop problem-solving skills as they apply mathematical models to understand the behavior of the auditory system.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023
Machine learning,Students will gain proficiency in machine learning techniques and their application in computer vision.,"6.8300 Advances in Computer Vision
",1,Fall 2023
Image processing,Students will learn how to manipulate and analyze images using various algorithms and techniques.,"6.8300 Advances in Computer Vision
",1,Fall 2023
Object recognition,Students will develop the skill to identify and classify objects in images or videos.,"6.8300 Advances in Computer Vision
",1,Fall 2023
Tracking,Students will learn how to track the movement of objects in videos or sequences of images.,"6.8300 Advances in Computer Vision
",1,Fall 2023
Database management,Students will acquire the skill to manage and query image databases effectively.,"6.8300 Advances in Computer Vision
",1,Fall 2023
Machine learning techniques,Students will gain proficiency in using machine learning techniques in computer vision.,"6.8301 Advances in Computer Vision
",1,Fall 2023
Image recognition,Students will learn how to recognize and identify objects and scenes in images.,"6.8301 Advances in Computer Vision
",1,Fall 2023
Tracking,Students will develop the skill of tracking objects and their movements in videos or sequences of images.,"6.8301 Advances in Computer Vision
",1,Fall 2023
Shape modeling,Students will learn how to create and manipulate 3D shapes for computer graphics applications.,"6.8301 Advances in Computer Vision
",1,Fall 2023
Image database management,Students will acquire the skill of managing and organizing large collections of images in databases.,"6.8301 Advances in Computer Vision
",1,Fall 2023
Research analysis,Students will develop the skill of analyzing research papers and extracting key information.,"6.8320 Advanced Topics in Computer Vision
",1,Fall 2023
Presentation skills,Students will learn how to effectively present their ideas and research findings to an audience.,"6.8320 Advanced Topics in Computer Vision
",1,Fall 2023
Critical thinking,Students will enhance their ability to think critically and evaluate different approaches and methods in computer vision research.,"6.8320 Advanced Topics in Computer Vision
",1,Fall 2023
Literature review,Students will gain the skill of conducting a comprehensive literature review to identify relevant research papers and their contributions.,"6.8320 Advanced Topics in Computer Vision
",1,Fall 2023
Data analysis,Students will learn how to analyze and interpret data collected from computer vision experiments.,"6.8320 Advanced Topics in Computer Vision
",1,Fall 2023
Image processing,Students will gain proficiency in manipulating and enhancing digital images using various software techniques.,"6.8370 Advanced Computational Photography
",1,Fall 2023
3-D model reconstruction,Students will learn how to reconstruct three-dimensional models from a single view.,"6.8370 Advanced Computational Photography
",1,Fall 2023
Data-rich photography,"Students will develop the skill of capturing and processing images with a large amount of data, such as high-resolution or multi-sensor images.","6.8370 Advanced Computational Photography
",1,Fall 2023
Super-resolution,Students will learn techniques to enhance the resolution and quality of digital images.,"6.8370 Advanced Computational Photography
",1,Fall 2023
Image-based rendering,Students will gain the ability to generate new views of a scene using existing images as a basis.,"6.8370 Advanced Computational Photography
",1,Fall 2023
Image processing,Students will learn how to manipulate and analyze digital images using various software methods.,"6.8371 Digital and Computational Photography
",1,Fall 2023
Computational photography,Students will gain proficiency in using computational techniques to enhance and modify photographs.,"6.8371 Digital and Computational Photography
",1,Fall 2023
Data-rich photography,"Students will learn how to capture and process images with a large amount of data, such as high-dynamic-range imaging.","6.8371 Digital and Computational Photography
",1,Fall 2023
Image-based rendering,Students will develop the skill of creating realistic images by using existing images as a reference.,"6.8371 Digital and Computational Photography
",1,Fall 2023
Morphing,Students will learn how to transform one image into another smoothly and seamlessly.,"6.8371 Digital and Computational Photography
",1,Fall 2023
Machine learning,"Students will gain proficiency in machine learning methods and algorithms, which are essential for natural language processing tasks.","6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023
Syntactic parsing,"Students will learn how to analyze the structure of sentences and parse them into syntactic components, a crucial skill in natural language processing.","6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023
Information extraction,"Students will develop the ability to extract relevant information from unstructured text data, a key skill in natural language processing applications.","6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023
Statistical machine translation,"Students will learn how to apply statistical models and algorithms to translate text from one language to another, an important skill in natural language processing.","6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023
Dialogue systems,"Students will gain knowledge and skills in designing and building dialogue systems, which involve natural language understanding and generation.","6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023
Machine learning,"Students will gain proficiency in machine learning methods and algorithms, which are essential for computational language processing.","6.8611 Quantitative Methods for Natural Language Processing
",1,Fall 2023
Syntactic parsing,"Students will learn how to analyze the structure of sentences and phrases in natural language, a key skill in computational language processing.","6.8611 Quantitative Methods for Natural Language Processing
",1,Fall 2023
Hidden Markov Modeling,Students will gain proficiency in using hidden Markov models for speech and language processing.,"6.8620[J] Spoken Language Processing
",1,Fall 2023
Neural Networks,Students will learn about neural network models and their application in speech and language processing.,"6.8620[J] Spoken Language Processing
",1,Fall 2023
Analytical skills,Students will develop analytical skills necessary to judge the computational implications of grammatical formalisms and their role in connecting human intelligence to computational intelligence.,"6.8630[J] Natural Language and the Computer Representation of Knowledge
",1,Fall 2023
Programming skills,Students will gain proficiency in programming as they work on computational issues related to natural language and knowledge representation.,"6.8630[J] Natural Language and the Computer Representation of Knowledge
",1,Fall 2023
