Skill,Explanation,Related Course,Credits,Semester
Comparative genomics,Students will learn about the comparative analysis of genomes to understand evolutionary relationships and genomic variations.,"6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Phylogenetics,Students will acquire knowledge about the construction of evolutionary trees and the inference of ancestral relationships.,"6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Protein-DNA interaction,Students will acquire knowledge about the interaction between proteins and DNA in the context of life sciences.,"6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Chromatin accessibility,Students will learn about chromatin accessibility and its relevance in the life sciences field.,"6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Regulatory variant interpretation,Students will gain knowledge about interpreting regulatory variants and their impact on biological processes.,"6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Medical image understanding,Students will learn about the analysis and interpretation of medical images in the context of life sciences research.,"6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Medical record understanding,Students will acquire knowledge about understanding and analyzing medical records for research purposes.,"6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Protein-DNA interaction,Students will acquire knowledge about the interaction between proteins and DNA in the context of life sciences.,"6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Chromatin accessibility,Students will learn about the accessibility of chromatin and its implications in the life sciences.,"6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Regulatory variant interpretation,Students will gain knowledge about interpreting regulatory variants and their impact on biological processes.,"6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Medical image understanding,Students will acquire knowledge about understanding and analyzing medical images.,"6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Medical record understanding,Students will learn how to interpret and analyze medical records in the context of life sciences research.,"6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023
Synthetic biology principles,"Students will acquire knowledge of the principles underlying synthetic biology, including the discovery and genetic factoring of useful cellular activities into reusable functions for design.","6.8720[J] Principles of Synthetic Biology
",1,Fall 2023
Cellular network characterization,Students will learn about the methods and techniques used to characterize cellular networks in synthetic biology.,"6.8720[J] Principles of Synthetic Biology
",1,Fall 2023
Biomolecular system diagnosis,Students will gain knowledge of how to diagnose and evaluate the performance of designed biomolecular systems.,"6.8720[J] Principles of Synthetic Biology
",1,Fall 2023
Cutting-edge applications,Students will be exposed to and gain knowledge of the latest applications and advancements in synthetic biology.,"6.8720[J] Principles of Synthetic Biology
",1,Fall 2023
Reusable functions,Students will learn about the concept of reusable functions in synthetic biology and how they contribute to the design of biomolecular systems.,"6.8720[J] Principles of Synthetic Biology
",1,Fall 2023
Synthetic biology principles,"Students will acquire knowledge of the principles underlying synthetic biology, including the discovery and genetic factoring of useful cellular activities into reusable functions for design.","6.8721[J] Principles of Synthetic Biology
",1,Fall 2023
Cellular network characterization,Students will learn about the characterization of cellular networks in synthetic biology.,"6.8721[J] Principles of Synthetic Biology
",1,Fall 2023
Biomolecular system diagnosis,Students will gain knowledge of diagnosing designed biomolecular systems in synthetic biology.,"6.8721[J] Principles of Synthetic Biology
",1,Fall 2023
Cutting-edge applications,Students will be exposed to and gain knowledge of the latest advancements and applications in synthetic biology.,"6.8721[J] Principles of Synthetic Biology
",1,Fall 2023
Reusable functions,Students will learn about the concept of reusable functions in synthetic biology and how they contribute to the design of biomolecular systems.,"6.8721[J] Principles of Synthetic Biology
",1,Fall 2023
Human cardiovascular system,"Students will acquire knowledge about the structure and function of the human cardiovascular system, including its role in health and disease.","6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023
Electrocardiograms,Students will learn about the principles and applications of electrocardiograms in the context of health and disease.,"6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023
Medical imaging,"Students will gain knowledge about medical imaging techniques, with a focus on MRI, and their use in clinical decision making.","6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023
Image reconstruction,"Students will learn about the process of reconstructing images from medical imaging data, including the algorithms and techniques involved.","6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023
Image analysis,Students will acquire knowledge about analyzing medical images to extract relevant information and make inferences.,"6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023
Mass transport,"Students will learn about the different mechanisms of mass transport through cell membranes, including diffusion, osmosis, chemically mediated transport, and active transport.","6.4810[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Electrical properties of cells,"Students will acquire knowledge about the electrical properties of cells, including ion transport, action potential generation, and propagation in electrically excitable cells.","6.4810[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Synaptic transmission,Students will learn about the process of synaptic transmission and its role in cellular neurophysiology.,"6.4810[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Mass transport,"Students will learn about the mechanisms and processes of mass transport through cell membranes, including diffusion, osmosis, and active transport.","6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Electrical properties of cells,"Students will acquire knowledge about the electrical properties of cells, including ion transport, action potential generation, and propagation in electrically excitable cells.","6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Synaptic transmission,Students will learn about the process of synaptic transmission and the mechanisms involved in transmitting signals between neurons.,"6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Biophysics of cells,"Students will gain knowledge about the biophysical properties of cells, from prokaryotes to neurons, and how these properties contribute to cellular function.","6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Computational modeling,Students will learn about the principles and techniques of computational modeling in the context of neural systems.,"6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023
Principles of energy and mass flow,Students will gain knowledge of the fundamental principles governing energy and mass flow in human organ systems.,"6.4820[J] Quantitative and Clinical Physiology
",1,Fall 2023
Anatomical and physiological features,"Students will learn about the anatomical and physiological characteristics of the cardiovascular, respiratory, and renal systems.","6.4820[J] Quantitative and Clinical Physiology
",1,Fall 2023
Clinical features,"Students will acquire knowledge of the clinical aspects and implications of the cardiovascular, respiratory, and renal systems.","6.4820[J] Quantitative and Clinical Physiology
",1,Fall 2023
Principles of energy and mass flow,Students will gain knowledge of the principles governing energy and mass flow in major human organ systems.,"6.4822[J] Quantitative Physiology: Organ Transport Systems
",1,Fall 2023
Anatomical and physiological features,"Students will learn about the anatomical and physiological features of the cardiovascular, respiratory, and renal systems.","6.4822[J] Quantitative Physiology: Organ Transport Systems
",1,Fall 2023
Maxwell's equations,Students will gain knowledge of Maxwell's equations and their application in understanding electric fields and fluid flows in biological systems.,"6.4830[J] Fields, Forces and Flows in Biological Systems
",1,Fall 2023
Conservation laws,Students will learn about the principles of conservation of mass and momentum and how they apply to biological systems.,"6.4830[J] Fields, Forces and Flows in Biological Systems
",1,Fall 2023
Biological systems,Students will gain knowledge about the structure and function of biological systems.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023
Transport phenomena,Students will learn about the principles and mechanisms of transport phenomena in biological systems.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023
Electromechanical interactions,Students will acquire knowledge about the electromechanical interactions in cells and biomaterials.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023
Fluid dynamics,Students will learn about the principles of fluid dynamics and their application to biological systems.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023
Molecular diffusion,Students will gain knowledge about molecular diffusion and its role in biological processes.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023
Structure of tissues,"Students will acquire knowledge about the organization and composition of different types of tissues in the human body, which is essential for understanding their mechanical behavior.","6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Molecular basis for macroscopic properties,"Students will learn about the relationship between molecular structures and the macroscopic mechanical properties of biological materials, providing a foundation for studying biomechanics.","6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Chemical and electrical effects on mechanical behavior,"Students will gain knowledge about how chemical and electrical factors influence the mechanical behavior of biological systems, allowing them to analyze and predict their responses to external stimuli.","6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
"Cell mechanics, motility, and adhesion","Students will develop an understanding of the mechanical properties and behaviors of cells, including their ability to move, adhere to surfaces, and respond to mechanical forces.","6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Biomembranes and biomolecular mechanics,"Students will learn about the mechanical properties and functions of biomembranes and biomolecules, such as proteins and nucleic acids, in the context of biomechanics.","6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Structure of tissues,"Students will learn about the structure of tissues in biological systems, which involves acquiring knowledge about the different types of tissues and their organization.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Chemical and electrical effects on mechanical behavior,"Students will gain knowledge about the effects of chemical and electrical factors on the mechanical behavior of biological systems, which involves understanding the underlying principles and mechanisms.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
"Cell mechanics, motility, and adhesion","Students will acquire knowledge about the mechanics, motility, and adhesion of cells, which involves understanding the cellular processes and interactions that contribute to biomechanical phenomena.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Biomembranes,"Students will learn about biomembranes and their role in biomechanics, which involves understanding the structure, properties, and functions of biological membranes.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Molecular motors,"Students will gain knowledge about molecular motors and their significance in biomechanics, which involves understanding the mechanisms and functions of these molecular machines.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023
Medical device design,Students will acquire knowledge about the principles and practices of designing medical devices.,"6.4860[J] Medical Device Design
",1,Fall 2023
Design process,Students will learn about the systematic approach to designing and developing medical devices.,"6.4860[J] Medical Device Design
",1,Fall 2023
Clinical challenges,Students will gain knowledge about real-world clinical challenges faced in the field of medical device design.,"6.4860[J] Medical Device Design
",1,Fall 2023
Fundamentals of mechanical engineering,Students will acquire foundational knowledge in mechanical engineering principles relevant to medical device design.,"6.4860[J] Medical Device Design
",1,Fall 2023
Fundamentals of electrical engineering,Students will learn the basic principles of electrical engineering as applied to medical device design.,"6.4860[J] Medical Device Design
",1,Fall 2023
Medical device design,Students will gain knowledge about the principles and practices involved in designing medical devices.,"6.4861[J] Medical Device Design
",1,Fall 2023
Mechanical fundamentals,Students will learn the fundamental concepts and principles of mechanical engineering relevant to medical device design.,"6.4861[J] Medical Device Design
",1,Fall 2023
Electrical fundamentals,Students will acquire knowledge of electrical engineering principles and concepts applicable to medical device design.,"6.4861[J] Medical Device Design
",1,Fall 2023
Circuit design principles,Students will learn about the principles and techniques of circuit design for medical devices.,"6.4861[J] Medical Device Design
",1,Fall 2023
Sensor technology,Students will gain knowledge about different types of sensors used in medical devices and their applications.,"6.4861[J] Medical Device Design
",1,Fall 2023
Synthetic biology,"Students will acquire knowledge about the principles, concepts, and techniques used in the field of synthetic biology.","6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023
Gene assembly,Students will learn about the process of assembling individual genes and regulatory elements into larger-scale circuits.,"6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023
Quantitative techniques,"Students will gain knowledge about quantitative techniques used in synthetic biology research, such as flow cytometry.","6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023
Computational modeling,Students will acquire knowledge about computational modeling and its application in synthetic biology research.,"6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023
Current research,Students will learn about ongoing research in the field of synthetic biology through the analysis of current literature.,"6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023
Signal characterization and modeling,Students will acquire knowledge about the physical characterization and modeling of systems in the time and frequency domains.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023
Analog and digital signals,Students will learn about analog and digital signals and their properties.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023
Machine vision,Students will gain knowledge about introductory machine vision techniques.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023
Biomedical technology,Students will learn about the application of technology in the field of medicine.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023
Experimental methodology,Students will acquire knowledge about experimental design and methodology in the context of medical technology.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023
Biomedical research,Students will acquire knowledge about the fundamentals of digital signal processing in the context of biomedical research.,"6.8800[J] Biomedical Signal and Image Processing
",1,Fall 2023
Clinical medicine,"Students will learn how digital signal processing is applied in clinical medicine for tasks such as cardiology, speech processing, and medical imaging.","6.8800[J] Biomedical Signal and Image Processing
",1,Fall 2023
Biomedical research,Students will gain knowledge about the fundamentals of biomedical research and its applications in clinical medicine.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023
Data acquisition,Students will learn about the methods and techniques used for acquiring physiological data.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023
Imaging,Students will acquire knowledge about different imaging techniques used in biomedical signal processing.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023
Filtering,Students will learn about various filtering techniques used to remove noise and artifacts from biomedical signals.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023
Signal coding,Students will gain knowledge about coding techniques used to compress and represent biomedical signals efficiently.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023
MR physics,Students will acquire knowledge of the physics principles underlying magnetic resonance imaging.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023
Signal analysis,Students will learn about the analysis of signals and noise in linear systems in the context of MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023
Sampling theory,Students will gain knowledge of sampling theory and its application in MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023
Hardware imperfections,Students will learn about the impact of hardware imperfections on reconstruction performance in MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023
Active areas of MR research,Students will be exposed to current research topics and advancements in the field of MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023
Physiological knowledge,Students will acquire knowledge about the current physiological understanding of the human auditory system.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023
Auditory system organization,Students will learn about the tono-topic organization of the auditory system.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023
Psychophysical relations,Students will gain knowledge about the quantitative relationships between behavior and physiological transformations in the auditory system.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023
Signal processing,Students will learn about signal processing techniques used in the auditory system.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023
Auditory behavior,Students will acquire knowledge about the behavior of the auditory system and how it relates to information processing.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023
Image representations,Students will learn about different representations of images and their advantages and limitations.,"6.8300 Advances in Computer Vision
",1,Fall 2023
Bayesian techniques,Students will gain knowledge of Bayesian inference and its application in computer vision.,"6.8300 Advances in Computer Vision
",1,Fall 2023
Texture models,Students will learn about modeling and analyzing textures in images.,"6.8300 Advances in Computer Vision
",1,Fall 2023
Shape modeling,Students will acquire knowledge of techniques for representing and analyzing shapes in computer vision.,"6.8300 Advances in Computer Vision
",1,Fall 2023
Human-computer interface,Students will learn about the principles and techniques of designing interactive systems for human-computer interaction.,"6.8300 Advances in Computer Vision
",1,Fall 2023
Image representations,Students will learn about different methods and algorithms for representing images in computer vision.,"6.8301 Advances in Computer Vision
",1,Fall 2023
Texture models,Students will gain knowledge about modeling and analyzing textures in images.,"6.8301 Advances in Computer Vision
",1,Fall 2023
Bayesian techniques,Students will learn about the principles and applications of Bayesian inference in computer vision.,"6.8301 Advances in Computer Vision
",1,Fall 2023
Structure-from-motion algorithms,Students will acquire knowledge about algorithms for reconstructing 3D scenes from 2D images.,"6.8301 Advances in Computer Vision
",1,Fall 2023
Photorealistic rendering,Students will learn about techniques for generating realistic images in computer graphics.,"6.8301 Advances in Computer Vision
",1,Fall 2023
Advanced computer vision techniques,"Students will acquire knowledge of advanced techniques used in computer vision research, such as computational imaging and multimodal human-computer interaction.","6.8320 Advanced Topics in Computer Vision
",1,Fall 2023
Learning in vision,Students will learn about different learning algorithms and methods used in computer vision applications.,"6.8320 Advanced Topics in Computer Vision
",1,Fall 2023
Biomedical imaging,Students will gain knowledge of imaging techniques used in the field of biomedicine and their applications in computer vision.,"6.8320 Advanced Topics in Computer Vision
",1,Fall 2023
Representation and estimation methods,Students will learn about various methods and algorithms used for representing and estimating objects and scenes in computer vision.,"6.8320 Advanced Topics in Computer Vision
",1,Fall 2023
Research methodologies,Students will acquire knowledge of different research methodologies and experimental design principles used in computer vision research.,"6.8320 Advanced Topics in Computer Vision
",1,Fall 2023
Cameras and image formation,Students will acquire knowledge about the principles and mechanisms behind camera operation and image formation.,"6.8370 Advanced Computational Photography
",1,Fall 2023
Human visual perception and color,Students will learn about the human visual system and how it perceives color.,"6.8370 Advanced Computational Photography
",1,Fall 2023
High-dynamic-range imaging,Students will understand the concept and techniques of capturing and displaying images with a wide dynamic range.,"6.8370 Advanced Computational Photography
",1,Fall 2023
Morphing,Students will gain knowledge about the process of smoothly transforming one image into another.,"6.8370 Advanced Computational Photography
",1,Fall 2023
Hardware and software techniques,Students will learn about the various hardware and software methods used in digital and computational photography.,"6.8370 Advanced Computational Photography
",1,Fall 2023
Cameras and image formation,Students will acquire knowledge about the principles and mechanisms behind camera operation and image formation.,"6.8371 Digital and Computational Photography
",1,Fall 2023
Human visual perception and color,Students will learn about the human visual system and how it perceives color.,"6.8371 Digital and Computational Photography
",1,Fall 2023
Single view 3-D model reconstruction,Students will gain knowledge about reconstructing three-dimensional models from a single image.,"6.8371 Digital and Computational Photography
",1,Fall 2023
High-dynamic-range imaging,Students will learn about techniques for capturing and displaying a wide range of brightness levels in an image.,"6.8371 Digital and Computational Photography
",1,Fall 2023
Super-resolution,Students will acquire knowledge about methods for enhancing the resolution and details of an image.,"6.8371 Digital and Computational Photography
",1,Fall 2023
Computational linguistics,"Students will acquire knowledge about the field of computational linguistics, which combines linguistics and computer science to study human language from a computational perspective.","6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023
Syntactic and semantic processing models,Students will learn about different models and techniques used for syntactic and semantic processing of natural language.,"6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023
Discourse processing,"Students will gain knowledge about discourse analysis and processing, which involves understanding the structure and coherence of written or spoken texts.","6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023
Natural language understanding,Students will learn about methods and algorithms for understanding the meaning and intent behind natural language expressions.,"6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023
Natural language generation,Students will acquire knowledge about techniques for generating coherent and contextually appropriate natural language responses.,"6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023
Computational linguistics,"Students will acquire knowledge about the study of human language from a computational perspective, including syntactic, semantic, and discourse processing models.","6.8611 Quantitative Methods for Natural Language Processing
",1,Fall 2023
Information extraction,"Students will learn about techniques and methods for extracting structured information from unstructured text, an important aspect of natural language processing.","6.8611 Quantitative Methods for Natural Language Processing
",1,Fall 2023
Acoustic Theory of Speech Production,Students will acquire knowledge about the principles and mechanisms of speech production.,"6.8620[J] Spoken Language Processing
",1,Fall 2023
Acoustic-Phonetics,Students will learn about the relationship between acoustic properties of speech sounds and phonetic features.,"6.8620[J] Spoken Language Processing
",1,Fall 2023
Computer representation of knowledge,Students will learn about the different ways in which knowledge can be represented in a computer system.,"6.8630[J] Natural Language and the Computer Representation of Knowledge
",1,Fall 2023
Human language acquisition,Students will gain knowledge about the process of acquiring human language and its relationship to computational intelligence.,"6.8630[J] Natural Language and the Computer Representation of Knowledge
",1,Fall 2023
