Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill
Human-computer interaction (HCI),Students will gain knowledge about HCI principles and how they can be applied in designing interactive music systems.,"6.4550[J] Interactive Music Systems
",1,Fall 2023,Performance analysis
UI (User Interface) design,Students will learn about UI design principles and how to create visually appealing interfaces for interactive music systems.,"6.4550[J] Interactive Music Systems
",1,Fall 2023,Performance analysis
Visualization techniques,Students will gain knowledge about different visualization techniques that can be used in interactive music systems.,"6.4550[J] Interactive Music Systems
",1,Fall 2023,Performance analysis
Aesthetics in music,Students will learn about the aesthetic aspects of music and how to incorporate them into interactive music systems.,"6.4550[J] Interactive Music Systems
",1,Fall 2023,MIDI sequencing
Video game industry,"Students will gain knowledge about the video game industry, including its history, trends, and current practices.","6.4570[J] Creating Video Games
",1,Fall 2023,Video game industry
Game development process,"Students will learn about the various stages of game development, from concept to release, and the different roles involved.","6.4570[J] Creating Video Games
",1,Fall 2023,Video game industry
Game mechanics,"Students will acquire knowledge about game mechanics, understanding how they contribute to gameplay and player experience.","6.4570[J] Creating Video Games
",1,Fall 2023,Video game industry
Visual arts in games,"Students will learn about the use of visual arts in game development, including character design, environments, and animation.","6.4570[J] Creating Video Games
",1,Fall 2023,Video game industry
Music and sound design,"Students will gain knowledge about the role of music and sound design in video games, and how they enhance the player experience.","6.4570[J] Creating Video Games
",1,Fall 2023,Video game industry
Computer crime,"Students will acquire knowledge about different types of computer crimes, their impact, and the legal frameworks surrounding them.","6.4590[J] Foundations of Information Policy
",1,Fall 2023,Computational techniques
Intellectual property restrictions on software,Students will learn about the laws and regulations governing intellectual property rights in the context of software development and distribution.,"6.4590[J] Foundations of Information Policy
",1,Fall 2023,Problem-solving
Encryption,Students will gain knowledge about encryption techniques and their role in ensuring privacy and security in computer and communications technology.,"6.4590[J] Foundations of Information Policy
",1,Fall 2023,Model checking
Privacy,"Students will acquire knowledge about privacy concerns in the digital age, including the collection, storage, and use of personal data.","6.4590[J] Foundations of Information Policy
",1,Fall 2023,Abstract interpretation
Academic freedom and free speech,Students will learn about the legal and ethical issues surrounding academic freedom and free speech in the context of computer and communications technology.,"6.4590[J] Foundations of Information Policy
",1,Fall 2023,Problem-solving
Speech processing,Students will acquire knowledge about the principles and techniques used in speech processing for intelligent multimodal user interfaces.,"6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023,Performance analysis
Computer vision algorithms,Students will learn about different computer vision algorithms and their applications in intelligent multimodal user interfaces.,"6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023,Performance analysis
Pen-based interaction design,Students will gain knowledge about the design principles and best practices for pen-based interaction in multimodal user interfaces.,"6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023,Performance analysis
Modality integration strategies,Students will understand the different strategies and approaches for integrating multiple modalities in intelligent user interfaces.,"6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023,Performance analysis
Literature review,"Students will be exposed to the original literature in the field of intelligent multimodal user interfaces, allowing them to gain knowledge about the current state of research and advancements in the field.","6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023,Computer-aided design (CAD)
Graphic design principles,Students will learn about the principles of graphic design and how to apply them in creating visually appealing visualizations.,"6.8530 Interactive Data Visualization
",1,Fall 2023,Programming
Perceptual psychology,Students will gain knowledge of perceptual psychology to understand how humans perceive and interpret visual information.,"6.8530 Interactive Data Visualization
",1,Fall 2023,3-D model reconstruction
Cognitive science,Students will learn about cognitive science principles to design visualizations that align with human cognitive abilities.,"6.8530 Interactive Data Visualization
",1,Fall 2023,Problem-solving
Data analysis techniques,Students will acquire knowledge of various techniques and algorithms used for analyzing and interpreting data.,"6.8530 Interactive Data Visualization
",1,Fall 2023,Communication
Data visualization techniques,Students will learn different techniques and approaches for visualizing data effectively.,"6.8530 Interactive Data Visualization
",1,Fall 2023,Communication
Key concepts of biological evolution,"Students will learn about the fundamental concepts of biological evolution, such as adaptive evolution, neutral evolution, and speciation. This knowledge is selected because it provides a foundation for understanding evolutionary biology.","6.4710[J] Evolutionary Biology: Concepts, Models and Computation
",1,Fall 2023,Key concepts of biological evolution
Genomic conflict,"Students will gain knowledge about genomic conflict, which refers to conflicts between different parts of a genome. This knowledge is selected because it is relevant to understanding the mechanisms of evolution.","6.4710[J] Evolutionary Biology: Concepts, Models and Computation
",1,Fall 2023,Algorithm analysis
Genomics,"Students will acquire knowledge about the structure, function, and evolution of genomes.","6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023,Algorithm analysis
Biological networks,"Students will learn about the principles and properties of biological networks, including gene regulatory networks and protein-protein interaction networks.","6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023,Cellular network characterization
Evolutionary biology,Students will gain knowledge about the mechanisms and patterns of evolution.,"6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023,Key concepts of biological evolution
Statistical analysis,Students will learn statistical methods commonly used in analyzing biological data.,"6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023,Quantitative analysis
Bioinformatics tools,Students will become familiar with various bioinformatics tools and databases used in computational biology research.,"6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023,Algorithm analysis
Computational biology,"Students will acquire knowledge about the field of computational biology and its applications in genomics, networks, and evolution.","6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023,Algorithm analysis
RNA folding,Students will learn about the process of RNA folding and its significance in biological systems.,"6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023,Problem-solving
Regulatory motifs,Students will gain knowledge about regulatory motifs and their role in gene expression regulation.,"6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023,Algorithm analysis
Comparative genomics,Students will learn about the comparative analysis of genomes to understand evolutionary relationships and genomic variations.,"6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023,Algorithm analysis
Phylogenetics,Students will acquire knowledge about the construction of evolutionary trees and the inference of ancestral relationships.,"6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023,Algorithm analysis
Protein-DNA interaction,Students will acquire knowledge about the interaction between proteins and DNA in the context of life sciences.,"6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023,Algorithm analysis
Chromatin accessibility,Students will learn about chromatin accessibility and its relevance in the life sciences field.,"6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023,Algorithm analysis
Regulatory variant interpretation,Students will gain knowledge about interpreting regulatory variants and their impact on biological processes.,"6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023,Data analysis
Medical image understanding,Students will learn about the analysis and interpretation of medical images in the context of life sciences research.,"6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023,Experiment design
Medical record understanding,Students will acquire knowledge about understanding and analyzing medical records for research purposes.,"6.8710[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023,Optimization
Protein-DNA interaction,Students will acquire knowledge about the interaction between proteins and DNA in the context of life sciences.,"6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023,Algorithm analysis
Chromatin accessibility,Students will learn about the accessibility of chromatin and its implications in the life sciences.,"6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023,Algorithm analysis
Regulatory variant interpretation,Students will gain knowledge about interpreting regulatory variants and their impact on biological processes.,"6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023,Data analysis
Medical image understanding,Students will acquire knowledge about understanding and analyzing medical images.,"6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023,Critical thinking
Medical record understanding,Students will learn how to interpret and analyze medical records in the context of life sciences research.,"6.8711[J] Computational Systems Biology: Deep Learning in the Life Sciences
",1,Fall 2023,Experiment design
Synthetic biology principles,"Students will acquire knowledge of the principles underlying synthetic biology, including the discovery and genetic factoring of useful cellular activities into reusable functions for design.","6.8720[J] Principles of Synthetic Biology
",1,Fall 2023,Cellular network characterization
Cellular network characterization,Students will learn about the methods and techniques used to characterize cellular networks in synthetic biology.,"6.8720[J] Principles of Synthetic Biology
",1,Fall 2023,Cellular network characterization
Biomolecular system diagnosis,Students will gain knowledge of how to diagnose and evaluate the performance of designed biomolecular systems.,"6.8720[J] Principles of Synthetic Biology
",1,Fall 2023,Data analysis
Cutting-edge applications,Students will be exposed to and gain knowledge of the latest applications and advancements in synthetic biology.,"6.8720[J] Principles of Synthetic Biology
",1,Fall 2023,Cellular network characterization
Reusable functions,Students will learn about the concept of reusable functions in synthetic biology and how they contribute to the design of biomolecular systems.,"6.8720[J] Principles of Synthetic Biology
",1,Fall 2023,Cellular network characterization
Synthetic biology principles,"Students will acquire knowledge of the principles underlying synthetic biology, including the discovery and genetic factoring of useful cellular activities into reusable functions for design.","6.8721[J] Principles of Synthetic Biology
",1,Fall 2023,Cellular network characterization
Cellular network characterization,Students will learn about the characterization of cellular networks in synthetic biology.,"6.8721[J] Principles of Synthetic Biology
",1,Fall 2023,Cellular network characterization
Biomolecular system diagnosis,Students will gain knowledge of diagnosing designed biomolecular systems in synthetic biology.,"6.8721[J] Principles of Synthetic Biology
",1,Fall 2023,Cellular network characterization
Cutting-edge applications,Students will be exposed to and gain knowledge of the latest advancements and applications in synthetic biology.,"6.8721[J] Principles of Synthetic Biology
",1,Fall 2023,Cellular network characterization
Reusable functions,Students will learn about the concept of reusable functions in synthetic biology and how they contribute to the design of biomolecular systems.,"6.8721[J] Principles of Synthetic Biology
",1,Fall 2023,Cellular network characterization
Human cardiovascular system,"Students will acquire knowledge about the structure and function of the human cardiovascular system, including its role in health and disease.","6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023,Mathematical modeling
Electrocardiograms,Students will learn about the principles and applications of electrocardiograms in the context of health and disease.,"6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023,Electrocardiograms
Medical imaging,"Students will gain knowledge about medical imaging techniques, with a focus on MRI, and their use in clinical decision making.","6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023,MATLAB
Image reconstruction,"Students will learn about the process of reconstructing images from medical imaging data, including the algorithms and techniques involved.","6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023,Human-computer interaction (HCI) design
Image analysis,Students will acquire knowledge about analyzing medical images to extract relevant information and make inferences.,"6.4800[J] Biomedical Systems: Modeling and Inference
",1,Fall 2023,Parallel programming
Mass transport,"Students will learn about the different mechanisms of mass transport through cell membranes, including diffusion, osmosis, chemically mediated transport, and active transport.","6.4810[J] Cellular Neurophysiology and Computing
",1,Fall 2023,Data analysis
Electrical properties of cells,"Students will acquire knowledge about the electrical properties of cells, including ion transport, action potential generation, and propagation in electrically excitable cells.","6.4810[J] Cellular Neurophysiology and Computing
",1,Fall 2023,Problem-solving
Synaptic transmission,Students will learn about the process of synaptic transmission and its role in cellular neurophysiology.,"6.4810[J] Cellular Neurophysiology and Computing
",1,Fall 2023,Data analysis
Mass transport,"Students will learn about the mechanisms and processes of mass transport through cell membranes, including diffusion, osmosis, and active transport.","6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023,Data analysis
Electrical properties of cells,"Students will acquire knowledge about the electrical properties of cells, including ion transport, action potential generation, and propagation in electrically excitable cells.","6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023,Problem-solving
Synaptic transmission,Students will learn about the process of synaptic transmission and the mechanisms involved in transmitting signals between neurons.,"6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023,Data analysis
Biophysics of cells,"Students will gain knowledge about the biophysical properties of cells, from prokaryotes to neurons, and how these properties contribute to cellular function.","6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023,Critical thinking
Computational modeling,Students will learn about the principles and techniques of computational modeling in the context of neural systems.,"6.4812[J] Cellular Neurophysiology and Computing
",1,Fall 2023,Functional programming
Principles of energy and mass flow,Students will gain knowledge of the fundamental principles governing energy and mass flow in human organ systems.,"6.4820[J] Quantitative and Clinical Physiology
",1,Fall 2023,Mathematical modeling
Anatomical and physiological features,"Students will learn about the anatomical and physiological characteristics of the cardiovascular, respiratory, and renal systems.","6.4820[J] Quantitative and Clinical Physiology
",1,Fall 2023,Mathematical modeling
Clinical features,"Students will acquire knowledge of the clinical aspects and implications of the cardiovascular, respiratory, and renal systems.","6.4820[J] Quantitative and Clinical Physiology
",1,Fall 2023,Clinical features
Principles of energy and mass flow,Students will gain knowledge of the principles governing energy and mass flow in major human organ systems.,"6.4822[J] Quantitative Physiology: Organ Transport Systems
",1,Fall 2023,Data analysis
Anatomical and physiological features,"Students will learn about the anatomical and physiological features of the cardiovascular, respiratory, and renal systems.","6.4822[J] Quantitative Physiology: Organ Transport Systems
",1,Fall 2023,Mathematical modeling
Maxwell's equations,Students will gain knowledge of Maxwell's equations and their application in understanding electric fields and fluid flows in biological systems.,"6.4830[J] Fields, Forces and Flows in Biological Systems
",1,Fall 2023,Communication
Conservation laws,Students will learn about the principles of conservation of mass and momentum and how they apply to biological systems.,"6.4830[J] Fields, Forces and Flows in Biological Systems
",1,Fall 2023,Data analysis
Biological systems,Students will gain knowledge about the structure and function of biological systems.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023,Data analysis
Transport phenomena,Students will learn about the principles and mechanisms of transport phenomena in biological systems.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023,Data analysis
Electromechanical interactions,Students will acquire knowledge about the electromechanical interactions in cells and biomaterials.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023,Problem-solving
Fluid dynamics,Students will learn about the principles of fluid dynamics and their application to biological systems.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023,Mathematical modeling
Molecular diffusion,Students will gain knowledge about molecular diffusion and its role in biological processes.,"6.4832[J] Fields, Forces, and Flows in Biological Systems
",1,Fall 2023,Data analysis
Structure of tissues,"Students will acquire knowledge about the organization and composition of different types of tissues in the human body, which is essential for understanding their mechanical behavior.","6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023,Mathematical modeling
Molecular basis for macroscopic properties,"Students will learn about the relationship between molecular structures and the macroscopic mechanical properties of biological materials, providing a foundation for studying biomechanics.","6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023,Data analysis
Chemical and electrical effects on mechanical behavior,"Students will gain knowledge about how chemical and electrical factors influence the mechanical behavior of biological systems, allowing them to analyze and predict their responses to external stimuli.","6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023,Problem-solving
"Cell mechanics, motility, and adhesion","Students will develop an understanding of the mechanical properties and behaviors of cells, including their ability to move, adhere to surfaces, and respond to mechanical forces.","6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023,Experimental methods
Biomembranes and biomolecular mechanics,"Students will learn about the mechanical properties and functions of biomembranes and biomolecules, such as proteins and nucleic acids, in the context of biomechanics.","6.4840[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023,Critical thinking
Structure of tissues,"Students will learn about the structure of tissues in biological systems, which involves acquiring knowledge about the different types of tissues and their organization.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023,Mathematical modeling
Chemical and electrical effects on mechanical behavior,"Students will gain knowledge about the effects of chemical and electrical factors on the mechanical behavior of biological systems, which involves understanding the underlying principles and mechanisms.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023,Continuum mechanics
"Cell mechanics, motility, and adhesion","Students will acquire knowledge about the mechanics, motility, and adhesion of cells, which involves understanding the cellular processes and interactions that contribute to biomechanical phenomena.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023,Experimental methods
Biomembranes,"Students will learn about biomembranes and their role in biomechanics, which involves understanding the structure, properties, and functions of biological membranes.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023,Critical thinking
Molecular motors,"Students will gain knowledge about molecular motors and their significance in biomechanics, which involves understanding the mechanisms and functions of these molecular machines.","6.4842[J] Molecular, Cellular, and Tissue Biomechanics
",1,Fall 2023,Critical thinking
Medical device design,Students will acquire knowledge about the principles and practices of designing medical devices.,"6.4860[J] Medical Device Design
",1,Fall 2023,Human-computer interaction (HCI) design
Design process,Students will learn about the systematic approach to designing and developing medical devices.,"6.4860[J] Medical Device Design
",1,Fall 2023,Experiment design
Clinical challenges,Students will gain knowledge about real-world clinical challenges faced in the field of medical device design.,"6.4860[J] Medical Device Design
",1,Fall 2023,Open-ended design project
Fundamentals of mechanical engineering,Students will acquire foundational knowledge in mechanical engineering principles relevant to medical device design.,"6.4860[J] Medical Device Design
",1,Fall 2023,Mechanism design
Fundamentals of electrical engineering,Students will learn the basic principles of electrical engineering as applied to medical device design.,"6.4860[J] Medical Device Design
",1,Fall 2023,Communication
Medical device design,Students will gain knowledge about the principles and practices involved in designing medical devices.,"6.4861[J] Medical Device Design
",1,Fall 2023,Human-computer interaction (HCI) design
Mechanical fundamentals,Students will learn the fundamental concepts and principles of mechanical engineering relevant to medical device design.,"6.4861[J] Medical Device Design
",1,Fall 2023,Mechanism design
Electrical fundamentals,Students will acquire knowledge of electrical engineering principles and concepts applicable to medical device design.,"6.4861[J] Medical Device Design
",1,Fall 2023,Communication
Circuit design principles,Students will learn about the principles and techniques of circuit design for medical devices.,"6.4861[J] Medical Device Design
",1,Fall 2023,Web application development
Sensor technology,Students will gain knowledge about different types of sensors used in medical devices and their applications.,"6.4861[J] Medical Device Design
",1,Fall 2023,Transactional memory
Synthetic biology,"Students will acquire knowledge about the principles, concepts, and techniques used in the field of synthetic biology.","6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023,Cellular network characterization
Gene assembly,Students will learn about the process of assembling individual genes and regulatory elements into larger-scale circuits.,"6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023,Algorithm analysis
Quantitative techniques,"Students will gain knowledge about quantitative techniques used in synthetic biology research, such as flow cytometry.","6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023,Quantitative analysis
Computational modeling,Students will acquire knowledge about computational modeling and its application in synthetic biology research.,"6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023,Cellular network characterization
Current research,Students will learn about ongoing research in the field of synthetic biology through the analysis of current literature.,"6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023,Cellular network characterization
Signal characterization and modeling,Students will acquire knowledge about the physical characterization and modeling of systems in the time and frequency domains.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023,Extending operating systems
Analog and digital signals,Students will learn about analog and digital signals and their properties.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023,Extending operating systems
Machine vision,Students will gain knowledge about introductory machine vision techniques.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023,Object-oriented programming
Biomedical technology,Students will learn about the application of technology in the field of medicine.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023,Algorithm analysis
Experimental methodology,Students will acquire knowledge about experimental design and methodology in the context of medical technology.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023,Experiment design
Biomedical research,Students will acquire knowledge about the fundamentals of digital signal processing in the context of biomedical research.,"6.8800[J] Biomedical Signal and Image Processing
",1,Fall 2023,Extending operating systems
Clinical medicine,"Students will learn how digital signal processing is applied in clinical medicine for tasks such as cardiology, speech processing, and medical imaging.","6.8800[J] Biomedical Signal and Image Processing
",1,Fall 2023,Extending operating systems
Biomedical research,Students will gain knowledge about the fundamentals of biomedical research and its applications in clinical medicine.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023,Algorithm analysis
Data acquisition,Students will learn about the methods and techniques used for acquiring physiological data.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023,Optimization
Imaging,Students will acquire knowledge about different imaging techniques used in biomedical signal processing.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023,MATLAB
Filtering,Students will learn about various filtering techniques used to remove noise and artifacts from biomedical signals.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023,Extending operating systems
Signal coding,Students will gain knowledge about coding techniques used to compress and represent biomedical signals efficiently.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023,Extending operating systems
MR physics,Students will acquire knowledge of the physics principles underlying magnetic resonance imaging.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023,MATLAB
Signal analysis,Students will learn about the analysis of signals and noise in linear systems in the context of MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023,Extending operating systems
Sampling theory,Students will gain knowledge of sampling theory and its application in MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023,MATLAB
Hardware imperfections,Students will learn about the impact of hardware imperfections on reconstruction performance in MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023,MATLAB
Active areas of MR research,Students will be exposed to current research topics and advancements in the field of MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023,MATLAB
Physiological knowledge,Students will acquire knowledge about the current physiological understanding of the human auditory system.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023,Fourier analysis
Auditory system organization,Students will learn about the tono-topic organization of the auditory system.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023,Fourier analysis
Psychophysical relations,Students will gain knowledge about the quantitative relationships between behavior and physiological transformations in the auditory system.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023,Fourier analysis
Signal processing,Students will learn about signal processing techniques used in the auditory system.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023,Extending operating systems
Auditory behavior,Students will acquire knowledge about the behavior of the auditory system and how it relates to information processing.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023,Fourier analysis
Image representations,Students will learn about different representations of images and their advantages and limitations.,"6.8300 Advances in Computer Vision
",1,Fall 2023,Critical thinking
Bayesian techniques,Students will gain knowledge of Bayesian inference and its application in computer vision.,"6.8300 Advances in Computer Vision
",1,Fall 2023,Deep learning inference system architecture
Texture models,Students will learn about modeling and analyzing textures in images.,"6.8300 Advances in Computer Vision
",1,Fall 2023,Human-computer interaction (HCI) design
Shape modeling,Students will acquire knowledge of techniques for representing and analyzing shapes in computer vision.,"6.8300 Advances in Computer Vision
",1,Fall 2023,Human-computer interaction (HCI) design
Human-computer interface,Students will learn about the principles and techniques of designing interactive systems for human-computer interaction.,"6.8300 Advances in Computer Vision
",1,Fall 2023,Programming
Image representations,Students will learn about different methods and algorithms for representing images in computer vision.,"6.8301 Advances in Computer Vision
",1,Fall 2023,Functional programming
Texture models,Students will gain knowledge about modeling and analyzing textures in images.,"6.8301 Advances in Computer Vision
",1,Fall 2023,Human-computer interaction (HCI) design
Bayesian techniques,Students will learn about the principles and applications of Bayesian inference in computer vision.,"6.8301 Advances in Computer Vision
",1,Fall 2023,Deep learning inference system architecture
Structure-from-motion algorithms,Students will acquire knowledge about algorithms for reconstructing 3D scenes from 2D images.,"6.8301 Advances in Computer Vision
",1,Fall 2023,Human-computer interaction (HCI) design
Photorealistic rendering,Students will learn about techniques for generating realistic images in computer graphics.,"6.8301 Advances in Computer Vision
",1,Fall 2023,Human-computer interaction (HCI) design
Advanced computer vision techniques,"Students will acquire knowledge of advanced techniques used in computer vision research, such as computational imaging and multimodal human-computer interaction.","6.8320 Advanced Topics in Computer Vision
",1,Fall 2023,Performance analysis
Learning in vision,Students will learn about different learning algorithms and methods used in computer vision applications.,"6.8320 Advanced Topics in Computer Vision
",1,Fall 2023,Object-oriented programming
Biomedical imaging,Students will gain knowledge of imaging techniques used in the field of biomedicine and their applications in computer vision.,"6.8320 Advanced Topics in Computer Vision
",1,Fall 2023,Critical thinking
Representation and estimation methods,Students will learn about various methods and algorithms used for representing and estimating objects and scenes in computer vision.,"6.8320 Advanced Topics in Computer Vision
",1,Fall 2023,Human-computer interaction (HCI) design
Research methodologies,Students will acquire knowledge of different research methodologies and experimental design principles used in computer vision research.,"6.8320 Advanced Topics in Computer Vision
",1,Fall 2023,Optimization
Cameras and image formation,Students will acquire knowledge about the principles and mechanisms behind camera operation and image formation.,"6.8370 Advanced Computational Photography
",1,Fall 2023,Critical thinking
Human visual perception and color,Students will learn about the human visual system and how it perceives color.,"6.8370 Advanced Computational Photography
",1,Fall 2023,Presentation skills
High-dynamic-range imaging,Students will understand the concept and techniques of capturing and displaying images with a wide dynamic range.,"6.8370 Advanced Computational Photography
",1,Fall 2023,Critical thinking
Morphing,Students will gain knowledge about the process of smoothly transforming one image into another.,"6.8370 Advanced Computational Photography
",1,Fall 2023,Human-computer interaction (HCI) design
Hardware and software techniques,Students will learn about the various hardware and software methods used in digital and computational photography.,"6.8370 Advanced Computational Photography
",1,Fall 2023,Discrete probability
Cameras and image formation,Students will acquire knowledge about the principles and mechanisms behind camera operation and image formation.,"6.8371 Digital and Computational Photography
",1,Fall 2023,Critical thinking
Human visual perception and color,Students will learn about the human visual system and how it perceives color.,"6.8371 Digital and Computational Photography
",1,Fall 2023,3-D model reconstruction
Single view 3-D model reconstruction,Students will gain knowledge about reconstructing three-dimensional models from a single image.,"6.8371 Digital and Computational Photography
",1,Fall 2023,Human-computer interaction (HCI) design
High-dynamic-range imaging,Students will learn about techniques for capturing and displaying a wide range of brightness levels in an image.,"6.8371 Digital and Computational Photography
",1,Fall 2023,Critical thinking
Super-resolution,Students will acquire knowledge about methods for enhancing the resolution and details of an image.,"6.8371 Digital and Computational Photography
",1,Fall 2023,Critical thinking
Computational linguistics,"Students will acquire knowledge about the field of computational linguistics, which combines linguistics and computer science to study human language from a computational perspective.","6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023,Algorithmic techniques for high performance
Syntactic and semantic processing models,Students will learn about different models and techniques used for syntactic and semantic processing of natural language.,"6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023,Algorithmic techniques for high performance
Discourse processing,"Students will gain knowledge about discourse analysis and processing, which involves understanding the structure and coherence of written or spoken texts.","6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023,Algorithmic techniques for high performance
Natural language understanding,Students will learn about methods and algorithms for understanding the meaning and intent behind natural language expressions.,"6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023,Algorithmic techniques for high performance
Natural language generation,Students will acquire knowledge about techniques for generating coherent and contextually appropriate natural language responses.,"6.8610 Quantitative Methods for Natural Language Processing
",1,Fall 2023,Vectorization
Computational linguistics,"Students will acquire knowledge about the study of human language from a computational perspective, including syntactic, semantic, and discourse processing models.","6.8611 Quantitative Methods for Natural Language Processing
",1,Fall 2023,Algorithmic techniques for high performance
Information extraction,"Students will learn about techniques and methods for extracting structured information from unstructured text, an important aspect of natural language processing.","6.8611 Quantitative Methods for Natural Language Processing
",1,Fall 2023,Algorithmic techniques for high performance
Acoustic Theory of Speech Production,Students will acquire knowledge about the principles and mechanisms of speech production.,"6.8620[J] Spoken Language Processing
",1,Fall 2023,Programming
Acoustic-Phonetics,Students will learn about the relationship between acoustic properties of speech sounds and phonetic features.,"6.8620[J] Spoken Language Processing
",1,Fall 2023,Fourier analysis
Computer representation of knowledge,Students will learn about the different ways in which knowledge can be represented in a computer system.,"6.8630[J] Natural Language and the Computer Representation of Knowledge
",1,Fall 2023,Functional programming
Human language acquisition,Students will gain knowledge about the process of acquiring human language and its relationship to computational intelligence.,"6.8630[J] Natural Language and the Computer Representation of Knowledge
",1,Fall 2023,Algorithmic techniques for high performance
