Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill
Communication,Students will enhance their communication abilities through project work and presentations.,SYSTEM-ON-CHIP PLATFORMS,3.0,,Communication
Organization,Students will develop the ability to organize their work and manage project components effectively.,SYSTEM-ON-CHIP PLATFORMS,3.0,,Group work
Analytical thinking,Students will enhance their ability to analyze design considerations and make informed decisions.,SYSTEM-ON-CHIP PLATFORMS,3.0,,Critical thinking
Collaboration,Students will develop the ability to collaborate with team members during the project component of the course.,SYSTEM-ON-CHIP PLATFORMS,3.0,,Collaborative leadership
Ability to analyze and evaluate the performance of computer systems,"Students will develop the ability to assess the performance of computer systems by analyzing data, identifying bottlenecks, and proposing optimizations.",MODELING & PERFORMANCE EV,3.0,,Ability to analyze the performance of parallel programs
Ability to optimize the performance of computer systems,Students will acquire the ability to apply various techniques and strategies to improve the performance of computer systems.,MODELING & PERFORMANCE EV,3.0,,Performance optimization
Communication,"Students will enhance their communication skills through assignments, projects, and presentations in the course.",MODELING & PERFORMANCE EV,3.0,,Communication
Analytical thinking,Students will develop the ability to analyze complex problems and devise algorithmic solutions.,ANALYSIS OF ALGORITHMS I,3.0,,Critical thinking
Communication,Students will enhance their ability to effectively communicate algorithm designs and their rationale.,ANALYSIS OF ALGORITHMS I,3.0,,Communication
Logical reasoning,Students will strengthen their ability to reason logically and formally prove claims about algorithm correctness and performance.,ANALYSIS OF ALGORITHMS I,3.0,,Mathematical Reasoning
Time management,Students will learn to manage their time effectively to complete algorithm design and implementation tasks.,ANALYSIS OF ALGORITHMS I,3.0,,Project management
Collaboration,Students will develop the ability to work collaboratively in project teams to solve algorithmic problems.,ANALYSIS OF ALGORITHMS I,3.0,,Collaborative leadership
Data manipulation,"Students will develop the ability to manipulate and transform data, applying various techniques and algorithms to preprocess and clean datasets.",ALGORITHMS FOR DATA SCIEN,3.0,,Data processing
Data visualization,"Students will acquire the ability to visualize data effectively, using appropriate tools and techniques to present insights and patterns in a visually appealing and understandable manner.",ALGORITHMS FOR DATA SCIEN,3.0,,Data visualization
Problem-solving,"Students will enhance their problem-solving abilities, applying algorithms and analytical thinking to solve complex data science problems and make informed decisions.",ALGORITHMS FOR DATA SCIEN,3.0,,Problem-solving
Critical thinking,"Students will develop critical thinking skills, enabling them to evaluate and analyze data, identify patterns and trends, and draw meaningful conclusions.",ALGORITHMS FOR DATA SCIEN,3.0,,Critical thinking
Collaboration,"Students will enhance their ability to work collaboratively in a team, effectively communicating and sharing ideas, and leveraging diverse perspectives to solve data science problems.",ALGORITHMS FOR DATA SCIEN,3.0,,Collaborative leadership
Problem-solving,"Students will develop the ability to analyze complex problems, break them down into smaller components, and devise effective solutions.",INTRO TO COMP FOR ENG/APP,3.0,,Problem-solving
Communication,"Students will enhance their communication skills, both verbally and in writing, as they present their ideas, explain their code, and collaborate with others.",INTRO TO COMP FOR ENG/APP,3.0,,Communication
Organizational skills,"Students will develop the ability to organize their code, data, and project resources in a structured and efficient manner.",INTRO TO COMP FOR ENG/APP,3.0,,Technical proficiency
Analytical thinking,"Students will cultivate their analytical thinking skills, enabling them to critically evaluate problems, data, and algorithms.",INTRO TO COMP FOR ENG/APP,3.0,,Critical thinking
Teamwork,"Through collaborative projects and workshops, students will enhance their ability to work effectively in teams, leveraging diverse skills and perspectives to achieve common goals.",INTRO TO COMP FOR ENG/APP,3.0,,Group work
