Job Title,Skill,Collapsed Skill
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Full stack development, Full-stack experience
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Software development life cycle, Software Development Methodologies
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Problem-solving, Problem-solving
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Communication,C programming
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Fast learner, Fast learner
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", Front-end development, Software Development
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", Computer science fundamentals, CS fundamentals
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", JavaScript frameworks, JavaScript frameworks
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", Agile software development, Agile development
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", Problem-solving, Problem-solving
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", Software development, Software Development
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", Front-end development, Software Development
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", Programming, Programming
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", Testing, Automated Testing
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", Communication,C programming
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Object-oriented programming, Object-oriented software development
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Problem-solving, Problem-solving
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Collaboration, Collaboration
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Debugging, Debugging
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Agile development, Agile development
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", JavaScript, TypeScript
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", HTML and CSS," HTML, JavaScript/TypeScript, CSS/SASS"
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", Angular and React," React, Angular, and Azure services"
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", Agile software development methodology, Agile development
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", Problem-solving, Problem-solving
"Software Development Engineer, BRIAR:Amazon:Seattle, WA", Python, Python programming
"Software Development Engineer, BRIAR:Amazon:Seattle, WA", Full-stack software development, Full-stack experience
"Software Development Engineer, BRIAR:Amazon:Seattle, WA", Data engineering, Database management
"Software Development Engineer, BRIAR:Amazon:Seattle, WA", AWS, ASP
"Software Development Engineer, BRIAR:Amazon:Seattle, WA", Agile methodology, Agile development
"Software Development Engineer:Amazon Web Services (AWS):Seattle, WA", Distributed Systems,Data structures
"Software Development Engineer:Amazon Web Services (AWS):Seattle, WA", Software Development Life Cycle, Software Development Methodologies
"Software Development Engineer:Amazon Web Services (AWS):Seattle, WA", Programming Languages, Programming
"Software Development Engineer:Amazon Web Services (AWS):Seattle, WA", Code Quality Assurance, Automated Testing
"Software Development Engineer:Amazon Web Services (AWS):Seattle, WA", IT Policy Enforcement, IT Policy Enforcement
"Software Development Engineer:Amazon:Bellevue, WA", Full-stack development, Full-stack experience
"Software Development Engineer:Amazon:Bellevue, WA", Distributed software development, Software Development
"Software Development Engineer:Amazon:Bellevue, WA", Documentation, Documentation
"Software Development Engineer:Amazon:Bellevue, WA", Mentoring,Mentoring
"Software Development Engineer:Amazon:Bellevue, WA", Problem-solving, Problem-solving
"Software Development Engineer:Amazon:Seattle, WA", Full-stack development, Full-stack experience
"Software Development Engineer:Amazon:Seattle, WA", Distributed software development, Software Development
"Software Development Engineer:Amazon:Seattle, WA", Software documentation, Documentation
"Software Development Engineer:Amazon:Seattle, WA", Mentoring,Mentoring
"Software Development Engineer:Amazon:Seattle, WA", Problem-solving, Problem-solving
"Software Development Engineer:Amazon:Austin, TX", Software Development, Software Development
"Software Development Engineer:Amazon:Austin, TX", Cloud Computing, Cloud Computing
"Software Development Engineer:Amazon:Austin, TX", Information Security,Coq proof assistant
"Software Development Engineer:Amazon:Austin, TX", Systems Architecture, SW Systems Architecture
"Software Development Engineer:Amazon:Austin, TX", Collaboration, Collaboration
"Software Development Engineer:Amazon:Boston, MA", Distributed Systems,Data structures
"Software Development Engineer:Amazon:Boston, MA", Software Design, Software Development
"Software Development Engineer:Amazon:Boston, MA", Technology Evaluation,Critical evaluation
"Software Development Engineer:Amazon:Boston, MA", Mentoring,Mentoring
"Software Development Engineer:Amazon:Boston, MA", Programming, Programming
"Jr. Software Development Engineer:Amazon:Seattle, WA", Programming, Programming
"Jr. Software Development Engineer:Amazon:Seattle, WA", Problem-solving, Problem-solving
"Jr. Software Development Engineer:Amazon:Portland, OR", Programming, Programming
"Jr. Software Development Engineer:Amazon:Portland, OR", Problem-solving, Problem-solving
"Jr. Software Development Engineer:Amazon:San Luis Obispo, CA", Programming, Programming
"Jr. Software Development Engineer:Amazon:San Luis Obispo, CA", Problem-solving, Problem-solving
"Software Development Engineer Internship - 2024 (US):Amazon:Seattle, WA", Programming, Programming
"Software Development Engineer Internship - 2024 (US):Amazon:Seattle, WA", Database Design, Database management
"Software Development Engineer Internship - 2024 (US):Amazon:Seattle, WA", Problem-solving, Problem-solving
"Software Development Engineer Internship - 2024 (US):Amazon:Seattle, WA", Agile Development, Agile development
"Software Development Engineer Internship - 2024 (US):Amazon:Seattle, WA", Communication,C programming
"Front-End Engineer:Amazon:Bellevue, WA", Software development, Software Development
"Front-End Engineer:Amazon:Bellevue, WA", Computer science fundamentals, CS fundamentals
"Front-End Engineer:Amazon:Bellevue, WA", Agile software development methodology, Agile development
"Front-End Engineer:Amazon:Bellevue, WA", JavaScript frameworks, JavaScript frameworks
"Front-End Engineer:Amazon:Bellevue, WA", Front-end technologies, Front-end Build Tools
"Software Development Engineer:Prime Video & Amazon Studios:Seattle, WA", Cloud Technologies, Cloud Computing
"Software Development Engineer:Prime Video & Amazon Studios:Seattle, WA", Machine Learning, Artificial Intelligence/Machine Learning
"Software Development Engineer:Prime Video & Amazon Studios:Seattle, WA", Distributed Systems,Data structures
"Software Development Engineer:Prime Video & Amazon Studios:Seattle, WA", Software Development Life Cycle, Software Development Methodologies
"Software Development Engineer:Prime Video & Amazon Studios:Seattle, WA", Programming Languages, Programming
"Front End Engineer:Amazon:Arlington, VA", Front-end development, Software Development
"Front End Engineer:Amazon:Arlington, VA", Automation, Automation
"Front End Engineer:Amazon:Arlington, VA", Problem-solving, Problem-solving
"Front End Engineer:Amazon:Arlington, VA", Communication,C programming
"Front End Engineer:Amazon:Arlington, VA", Leadership, Programming
"Software Development Engineer:Prime Video & Amazon Studios:Atlanta, GA", Software Development, Software Development
"Software Development Engineer:Prime Video & Amazon Studios:Atlanta, GA", Design and Architecture, Design and implementation
"Software Development Engineer:Prime Video & Amazon Studios:Atlanta, GA", Full Stack Development, Full-stack experience
"Software Development Engineer:Prime Video & Amazon Studios:Atlanta, GA", Programming Languages, Programming
"Software Development Engineer:Prime Video & Amazon Studios:Atlanta, GA", Agile Methodology, Software Development Methodologies
"Software Development Engineer:Amazon:Seattle, WA", Software development, Software Development
"Software Development Engineer:Amazon:Seattle, WA", Distributed systems,Data structures
"Software Development Engineer:Amazon:Seattle, WA", Mentoring,Mentoring
"Software Development Engineer:Amazon:Seattle, WA", Agile development, Agile development
"Software Development Engineer:Amazon:Seattle, WA", Technical expertise, Technical quality
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", Front-end development, Software Development
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", Distributed systems,Data structures
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", Project management, Time management
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", Communication,C programming
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", Strategic and tactical thinking, Analytical Thinking
"Front End Developer:Amazon:North Reading, MA", HTML email development, HTML email development
"Front End Developer:Amazon:North Reading, MA", CSS/HTML coding," HTML, JavaScript/TypeScript, CSS/SASS"
"Front End Developer:Amazon:North Reading, MA", JavaScript, TypeScript
"Front End Developer:Amazon:North Reading, MA", API development and integration, Agile development
"Front End Developer:Amazon:North Reading, MA", Project management, Time management
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Programming, Programming
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Problem-solving, Problem-solving
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Communication,C programming
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Data Analysis, System Analysis
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Leadership, Programming
"Front-End Engineer II:Amazon:Dallas, TX", JavaScript, TypeScript
"Front-End Engineer II:Amazon:Dallas, TX", HTML and CSS," HTML, JavaScript/TypeScript, CSS/SASS"
"Front-End Engineer II:Amazon:Dallas, TX", Object-oriented design, Object-oriented software development
"Front-End Engineer II:Amazon:Dallas, TX", Problem-solving, Problem-solving
"Front-End Engineer II:Amazon:Dallas, TX", Communication,C programming
"Software Development Engineer:Amazon:Seattle, WA", Full-stack development, Full-stack experience
"Software Development Engineer:Amazon:Seattle, WA", Technical breadth and depth, Technical grasp
"Software Development Engineer:Amazon:Seattle, WA", Communication and collaboration, Collaboration
"Software Development Engineer:Amazon:Seattle, WA", Problem-solving, Problem-solving
"Software Development Engineer:Amazon:Seattle, WA", Leadership, Programming
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Full stack development, Full-stack experience
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Software development life cycle, Software Development Methodologies
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Problem-solving, Problem-solving
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Communication,C programming
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Fast learner, Fast learner
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", Front-end development, Software Development
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", Computer science fundamentals, CS fundamentals
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", JavaScript frameworks, JavaScript frameworks
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", Agile software development, Agile development
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", Problem-solving, Problem-solving
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", Software development, Software Development
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", Front-end development, Software Development
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", JavaScript/NodeJS," HTML, JavaScript/TypeScript, CSS/SASS"
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", Python, Python programming
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", Java or C++, C++/C
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Object-oriented programming, Object-oriented software development
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Problem-solving, Problem-solving
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Collaboration, Collaboration
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Debugging, Debugging
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Agile development, Agile development
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", JavaScript, TypeScript
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", HTML and CSS," HTML, JavaScript/TypeScript, CSS/SASS"
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", Angular and React," React, Angular, and Azure services"
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", Agile software development methodology, Agile development
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", Problem-solving, Problem-solving
