Job Title,Skill,Collapsed Skill
"Software Development Engineer:Prime Video & Amazon Studios:Atlanta, GA", Amazon Prime Video, Amazon Prime Video
"Software Development Engineer:Prime Video & Amazon Studios:Atlanta, GA", Streaming Services, Live Event Streaming
"Software Development Engineer:Amazon:Seattle, WA", Computer Science fundamentals, CS fundamentals
"Software Development Engineer:Amazon:Seattle, WA", Design patterns, Design patterns
"Software Development Engineer:Amazon:Seattle, WA", Coding standards, Industry standards and best practices
"Software Development Engineer:Amazon:Seattle, WA", Source control management, Source control management
"Software Development Engineer:Amazon:Seattle, WA", Testing and operations, Testing and operations
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", Computer Science Fundamentals, CS fundamentals
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", Front-End Technologies, Front-end Build Tools
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", Distributed Systems,Data structures
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", Software Development Lifecycle, Software Development Methodologies
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", Expert System Pipelines, Expert system pipelines
"Front End Developer:Amazon:North Reading, MA", Email marketing best practices, HTML email development
"Front End Developer:Amazon:North Reading, MA", User interface principles,Programming
"Front End Developer:Amazon:North Reading, MA", Marketing automation, Marketing automation platforms
"Front End Developer:Amazon:North Reading, MA", Analytical tools, Analytical Thinking
"Front End Developer:Amazon:North Reading, MA", Figma and Photoshop, Figma and Photoshop
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Python, Python programming
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Machine Learning, Artificial Intelligence/Machine Learning
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Software Engineering Principles, Software Engineering
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Data Structures and Algorithms, Data structures and algorithms
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Web Development, Software Development
"Front-End Engineer II:Amazon:Dallas, TX", Computer science fundamentals, CS fundamentals
"Front-End Engineer II:Amazon:Dallas, TX", JavaScript frameworks, JavaScript frameworks
"Front-End Engineer II:Amazon:Dallas, TX", Front-end technologies, Front-end Build Tools
"Front-End Engineer II:Amazon:Dallas, TX", UX design, UI/UX
"Front-End Engineer II:Amazon:Dallas, TX", Web development, Software Development
"Software Development Engineer:Amazon:Seattle, WA", AWS technologies, AWS cloud
"Software Development Engineer:Amazon:Seattle, WA", Software development life cycle, Software Development Methodologies
"Software Development Engineer:Amazon:Seattle, WA", Design patterns and architecture, Design patterns
"Software Development Engineer:Amazon:Seattle, WA", Programming languages, Programming
"Software Development Engineer:Amazon:Seattle, WA", Database design, Database management
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Web development, Software Development
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", AWS cloud, AWS cloud
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Coding standards, Industry standards and best practices
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Source control management, Source control management
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Game industry,Video game industry
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA"," HTML, CSS, JS, TypeScript, and Node"," HTML, JavaScript/TypeScript, CSS/SASS"
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", Front-end architecture and technologies, Front-end Build Tools
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", Software development methodologies, Software Development Methodologies
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", UX design, UI/UX
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", Performance optimization, Performance optimization
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", AWS technologies, AWS cloud
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", Discrete-event simulation,Data analysis
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", Web frameworks, JavaScript frameworks
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", TypeScript, TypeScript
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", Algorithmic-centric discipline, Algorithmic-centric discipline
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Software development lifecycle, Software Development
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Data structures and algorithms, Data structures and algorithms
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Version control systems, Code versioning tools
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Web development, Software Development
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Software testing, Software Engineering
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", Computer science fundamentals, CS fundamentals
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", Front-end technologies, Front-end Build Tools
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", UI design, UI/UX
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", Accessibility standards, Web accessibility standards
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", Trend analysis, System Analysis
"Software Development Engineer, BRIAR:Amazon:Seattle, WA", Design patterns, Design patterns
"Software Development Engineer, BRIAR:Amazon:Seattle, WA", Software development life cycle, Software Development Methodologies
"Software Development Engineer, BRIAR:Amazon:Seattle, WA", Computer science, Computer Science/Math/Engineering/Science
"Software Development Engineer, BRIAR:Amazon:Seattle, WA", Reliability and scaling, Reliability and auditability
"Software Development Engineer, BRIAR:Amazon:Seattle, WA", Web development, Software Development
"Software Development Engineer:Amazon Web Services (AWS):Seattle, WA", AWS Config, AWS cloud
"Software Development Engineer:Amazon Web Services (AWS):Seattle, WA", Cloud Computing, Cloud Computing
"Software Development Engineer:Amazon Web Services (AWS):Seattle, WA", Infrastructure Management, Infrastructure Management
"Software Development Engineer:Amazon Web Services (AWS):Seattle, WA", Design Patterns, Design patterns
"Software Development Engineer:Amazon Web Services (AWS):Seattle, WA", Reliability and Scaling,Scalability
"Software Development Engineer:Amazon:Bellevue, WA", Design patterns, Design patterns
"Software Development Engineer:Amazon:Bellevue, WA", Reliability and scaling, Reliability and auditability
"Software Development Engineer:Amazon:Bellevue, WA", Coding standards, Industry standards and best practices
"Software Development Engineer:Amazon:Bellevue, WA", Source control management, Source control management
"Software Development Engineer:Amazon:Bellevue, WA", Testing and operations, Testing and operations
"Software Development Engineer:Amazon:Seattle, WA", Software programming languages,Peer-to-peer (P2P) systems
"Software Development Engineer:Amazon:Seattle, WA", Design patterns, Design patterns
"Software Development Engineer:Amazon:Seattle, WA", Software development life cycle, Software Development Methodologies
"Software Development Engineer:Amazon:Seattle, WA", Computer science fundamentals, CS fundamentals
"Software Development Engineer:Amazon:Seattle, WA", Agile methodologies, Agile development
"Software Development Engineer:Amazon:Austin, TX", Software Development Life Cycle, Software Development Methodologies
"Software Development Engineer:Amazon:Austin, TX", Programming Languages, Programming
"Software Development Engineer:Amazon:Austin, TX", Amazon Ecosystem, Amazon Ecosystem
"Software Development Engineer:Amazon:Austin, TX", Information Security Best Practices, Security practices
"Software Development Engineer:Amazon:Austin, TX", Reliability and Scaling,Scalability
"Software Development Engineer:Amazon:Boston, MA", Design Patterns, Design patterns
"Software Development Engineer:Amazon:Boston, MA", Reliability and Scaling,Scalability
"Software Development Engineer:Amazon:Boston, MA", Software Development Life Cycle, Software Development Methodologies
"Software Development Engineer:Amazon:Boston, MA", Computer Science, Computer Science/Math/Engineering/Science
"Software Development Engineer:Amazon:Boston, MA", Cloud Computing, Cloud Computing
"Jr. Software Development Engineer:Amazon:Seattle, WA", Computer Science, Computer Science/Math/Engineering/Science
"Jr. Software Development Engineer:Amazon:Seattle, WA", Software Engineering, Software Engineering
"Jr. Software Development Engineer:Amazon:Portland, OR", Computer Science, Computer Science/Math/Engineering/Science
"Jr. Software Development Engineer:Amazon:Portland, OR", Object-oriented design, Object-oriented software development
"Jr. Software Development Engineer:Amazon:San Luis Obispo, CA", Computer Science, Computer Science/Math/Engineering/Science
"Jr. Software Development Engineer:Amazon:San Luis Obispo, CA", Object-oriented design, Object-oriented software development
"Software Development Engineer Internship - 2024 (US):Amazon:Seattle, WA", Distributed Systems,Data structures
"Software Development Engineer Internship - 2024 (US):Amazon:Seattle, WA", Algorithms, Automation
"Software Development Engineer Internship - 2024 (US):Amazon:Seattle, WA", Relational Databases,Shell scripting
"Software Development Engineer Internship - 2024 (US):Amazon:Seattle, WA", Optimization Mathematics, Programming
"Software Development Engineer Internship - 2024 (US):Amazon:Seattle, WA", Software Development Lifecycle, Software Development Methodologies
"Front-End Engineer:Amazon:Bellevue, WA", AWS, ASP
"Front-End Engineer:Amazon:Bellevue, WA", Software design, Software Engineering
"Front-End Engineer:Amazon:Bellevue, WA", Front-end technologies, Front-end Build Tools
"Front-End Engineer:Amazon:Bellevue, WA", Agile software development methodology, Agile development
"Front-End Engineer:Amazon:Bellevue, WA", Market location, Market location
"Software Development Engineer:Prime Video & Amazon Studios:Seattle, WA", Live Event Streaming, Live Event Streaming
"Software Development Engineer:Prime Video & Amazon Studios:Seattle, WA", AWS Technologies, AWS cloud
"Software Development Engineer:Prime Video & Amazon Studios:Seattle, WA", Design Patterns, Design patterns
"Software Development Engineer:Prime Video & Amazon Studios:Seattle, WA", Reliability and Scaling,Scalability
"Software Development Engineer:Prime Video & Amazon Studios:Seattle, WA", Coding Standards, Standards Compliance
"Front End Engineer:Amazon:Arlington, VA", Computer science fundamentals, CS fundamentals
"Front End Engineer:Amazon:Arlington, VA", JavaScript frameworks, JavaScript frameworks
"Front End Engineer:Amazon:Arlington, VA", Agile software development methodology, Agile development
"Front End Engineer:Amazon:Arlington, VA", Front-end technologies, Front-end Build Tools
"Front End Engineer:Amazon:Arlington, VA", AWS services, AWS cloud
"Software Development Engineer:Prime Video & Amazon Studios:Atlanta, GA", Database Design, Database management
"Software Development Engineer:Prime Video & Amazon Studios:Atlanta, GA", Software Development Life Cycle, Software Development Methodologies
"Software Development Engineer:Prime Video & Amazon Studios:Atlanta, GA", Design Patterns, Design patterns
"Software Development Engineer:Prime Video & Amazon Studios:Atlanta, GA", Reliability and Scaling,Scalability
"Software Development Engineer:Prime Video & Amazon Studios:Atlanta, GA", Agile Methodology, Software Development Methodologies
"Software Development Engineer:Amazon:Seattle, WA", Design patterns, Design patterns
"Software Development Engineer:Amazon:Seattle, WA", Coding standards, Industry standards and best practices
"Software Development Engineer:Amazon:Seattle, WA", Source control management, Source control management
"Software Development Engineer:Amazon:Seattle, WA", Build processes, Build processes
"Software Development Engineer:Amazon:Seattle, WA", Testing, Automated Testing
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", Computer science fundamentals, CS fundamentals
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", JavaScript frameworks, JavaScript frameworks
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", Agile software development methodology, Agile development
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", Front-end technologies, Front-end Build Tools
"Front End Engineer II, Talent Development:Amazon:Seattle, WA", Expert system pipelines, Expert system pipelines
"Front End Developer:Amazon:North Reading, MA", Email marketing best practices, HTML email development
"Front End Developer:Amazon:North Reading, MA", User interface principles,Programming
"Front End Developer:Amazon:North Reading, MA", Marketing automation, Marketing automation platforms
"Front End Developer:Amazon:North Reading, MA", Analytical tools, Analytical Thinking
"Front End Developer:Amazon:North Reading, MA", Figma and Photoshop, Figma and Photoshop
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Python, Python programming
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Machine Learning, Artificial Intelligence/Machine Learning
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Software Engineering, Software Engineering
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Database Design, Database management
"Jr. Software Development Engineer, AWS Public Sector:Amazon Web Services (AWS):San Luis Obispo, CA", Object-Oriented Design, Object-oriented software development
"Front-End Engineer II:Amazon:Dallas, TX", Computer science fundamentals, CS fundamentals
"Front-End Engineer II:Amazon:Dallas, TX", JavaScript frameworks, JavaScript frameworks
"Front-End Engineer II:Amazon:Dallas, TX", Front-end technologies, Front-end Build Tools
"Front-End Engineer II:Amazon:Dallas, TX", UX design, UI/UX
"Front-End Engineer II:Amazon:Dallas, TX", Web development, Software Development
"Software Development Engineer:Amazon:Seattle, WA", AWS technologies, AWS cloud
"Software Development Engineer:Amazon:Seattle, WA", Design patterns, Design patterns
"Software Development Engineer:Amazon:Seattle, WA", Software development life cycle, Software Development Methodologies
"Software Development Engineer:Amazon:Seattle, WA", Computer science fundamentals, CS fundamentals
"Software Development Engineer:Amazon:Seattle, WA", Web development, Software Development
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Web development, Software Development
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", AWS cloud, AWS cloud
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Coding standards, Industry standards and best practices
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Source control management, Source control management
"Software Development Engineer, Amazon Games:Amazon Games:Seattle, WA", Game industry,Video game industry
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA"," HTML, CSS, JS, TypeScript, and Node"," HTML, JavaScript/TypeScript, CSS/SASS"
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", Front-end architecture and technologies, Front-end Build Tools
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", Software development methodologies, Software Development Methodologies
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", UX design, UI/UX
"Front End Engineer II, CreativeX, Amazon:Amazon:Seattle, WA", Market knowledge, Market location
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", AWS technologies, AWS cloud
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", Discrete-event simulation,Data analysis
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", React, React
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", TypeScript, TypeScript
"Amazon Robotics - Front End Engineer (FEE) Co-op - Jan-June 2024:Amazon:North Reading, MA", Testing frameworks, Automated Testing
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Software development lifecycle, Software Development
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Data structures and algorithms, Data structures and algorithms
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Version control systems, Code versioning tools
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Web development, Software Development
"Jr. Software Developer, Print on Demand:Amazon:Arlington, VA", Software testing, Software Engineering
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", Computer science fundamentals, CS fundamentals
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", Front-end technologies, Front-end Build Tools
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", UI design, UI/UX
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", Accessibility standards, Web accessibility standards
"Front-End Engineer II, PeopleInsight:Amazon:Seattle, WA", Trend analysis, System Analysis
