Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill
Programming,Students will develop proficiency in programming languages and techniques.,PROG ANALYSIS SECURITY,3,Spring 2023,Programming
Data analysis,Students will learn how to analyze and interpret data to make informed decisions.,PROG ANALYSIS SECURITY,3,Spring 2023,Data analysis and interpretation
Security analysis,Students will gain knowledge and skills in analyzing and assessing the security of computer systems.,PROG ANALYSIS SECURITY,3,Spring 2023,Equity security analysis
Risk assessment,Students will learn how to identify and evaluate potential risks in computer systems and develop strategies to mitigate them.,PROG ANALYSIS SECURITY,3,Spring 2023,Risk assessment
Problem-solving,Students will develop the ability to identify and solve complex problems related to programming and security analysis.,PROG ANALYSIS SECURITY,3,Spring 2023,Collaborative problem-solving
Statistical analysis,Students will develop proficiency in statistical analysis techniques used in causal inference.,CAUSAL INFERENCE II,3,Spring 2023,Data analysis and interpretation
Data manipulation,Students will learn how to manipulate and clean data to prepare it for causal analysis.,CAUSAL INFERENCE II,3,Spring 2023,Data manipulation
Programming,Students will gain programming skills to implement causal inference methods in statistical software.,CAUSAL INFERENCE II,3,Spring 2023,Programming
Research design,Students will learn how to design research studies that allow for causal inference.,CAUSAL INFERENCE II,3,Spring 2023,Research design
Critical thinking,Students will develop critical thinking skills to evaluate and interpret causal inference results.,CAUSAL INFERENCE II,3,Spring 2023,Critical thinking
Entrepreneurship,Students will learn the skills necessary to start and run a successful startup.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Entrepreneurship
Business planning,Students will develop the ability to create comprehensive business plans.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Business model development
Market research,Students will gain proficiency in conducting market research to identify target markets and customer needs.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Market research
Financial management,"Students will learn how to manage the financial aspects of a startup, including budgeting and forecasting.",BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Financial analysis
Pitching,Students will enhance their ability to effectively pitch their startup ideas to potential investors or partners.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Pitching
Image processing,Students will learn how to manipulate and analyze digital images using various techniques and algorithms.,APPLIED COMPUTER VISION,3,Spring 2023,Image and video processing
Machine learning,"Students will develop skills in applying machine learning algorithms to computer vision tasks, such as object recognition and image classification.",APPLIED COMPUTER VISION,3,Spring 2023,Advanced machine learning
Programming,"Students will gain proficiency in programming languages commonly used in computer vision, such as Python or MATLAB.",APPLIED COMPUTER VISION,3,Spring 2023,Programming
Feature extraction,"Students will learn techniques for extracting meaningful features from images, such as edge detection or texture analysis.",APPLIED COMPUTER VISION,3,Spring 2023,Feature extraction and matching
Object detection,Students will acquire the skill of detecting and localizing objects within images or videos using computer vision algorithms.,APPLIED COMPUTER VISION,3,Spring 2023,Object detection
Data analysis,Students will learn how to analyze data using various statistical methods and software.,EMPIRICAL METHODS DATA SC,3,Spring 2023,Data analysis and interpretation
Experimental design,Students will develop skills in designing and conducting empirical studies.,EMPIRICAL METHODS DATA SC,3,Spring 2023,Research design
Statistical programming,Students will gain proficiency in programming languages such as R or Python for statistical analysis.,EMPIRICAL METHODS DATA SC,3,Spring 2023,Statistical programming
Data visualization,Students will learn how to effectively present data using visual tools and techniques.,EMPIRICAL METHODS DATA SC,3,Spring 2023,Data visualization
Research methodology,"Students will acquire skills in conducting research, including data collection and analysis techniques.",EMPIRICAL METHODS DATA SC,3,Spring 2023,Research design
Algorithm design,Students will learn how to design efficient algorithms to solve complex programming problems.,COMPETITIVE PROGRAMMING,3,Spring 2023,Algorithm design
Data structures,"Students will gain proficiency in implementing and manipulating various data structures such as arrays, linked lists, stacks, queues, trees, and graphs.",COMPETITIVE PROGRAMMING,3,Spring 2023,Data structure design
Problem-solving,"Students will develop the skill of problem-solving by analyzing and breaking down programming problems into smaller, manageable tasks.",COMPETITIVE PROGRAMMING,3,Spring 2023,Collaborative problem-solving
Programming languages,"Students will learn and practice programming in multiple languages such as C++, Java, or Python to implement their solutions.",COMPETITIVE PROGRAMMING,3,Spring 2023,Tools and languages
Debugging,Students will acquire the skill of identifying and fixing errors in their code through the process of debugging.,COMPETITIVE PROGRAMMING,3,Spring 2023,Debugging
Programming,Students will develop proficiency in programming languages and techniques used in open source development.,OPEN SOURCE DEVELOPMENT,3,Spring 2023,Programming
Version Control,Students will learn how to use version control systems to manage and track changes in open source projects.,OPEN SOURCE DEVELOPMENT,3,Spring 2023,Version Control
Bug Tracking,"Students will gain the ability to use bug tracking systems to identify, report, and resolve issues in open source projects.",OPEN SOURCE DEVELOPMENT,3,Spring 2023,Bug Tracking
Collaboration,Students will learn how to effectively collaborate with other developers in an open source development environment.,OPEN SOURCE DEVELOPMENT,3,Spring 2023,Research collaboration
Documentation,Students will develop skills in documenting their code and contributing to project documentation in open source development.,OPEN SOURCE DEVELOPMENT,3,Spring 2023,Documentation
Design thinking,Students will learn and apply the principles of design thinking to solve complex problems and generate innovative solutions.,INNOVATION & DESIGN LAB,3,Spring 2023,Design thinking
Prototyping,Students will develop the skill of creating prototypes to test and iterate their design ideas.,INNOVATION & DESIGN LAB,3,Spring 2023,Rapid prototyping
User research,Students will learn how to conduct user research to gain insights into user needs and preferences.,INNOVATION & DESIGN LAB,3,Spring 2023,User empathy
Collaboration,Students will enhance their ability to work effectively in teams and collaborate with others to achieve common goals.,INNOVATION & DESIGN LAB,3,Spring 2023,Research collaboration
Presentation skills,Students will improve their ability to effectively communicate and present their design ideas to various stakeholders.,INNOVATION & DESIGN LAB,3,Spring 2023,Presentation Skills
iOS app development,Students will learn how to develop mobile applications specifically for iOS devices using programming languages such as Swift and Objective-C.,MOBILE APP DEVELOP IOS,3,Spring 2023,Mobile application development
User interface design,Students will acquire the skill of designing visually appealing and user-friendly interfaces for mobile applications.,MOBILE APP DEVELOP IOS,3,Spring 2023,3D User Interface Design
Debugging and troubleshooting,Students will develop the ability to identify and fix errors and issues in mobile app code to ensure smooth functionality.,MOBILE APP DEVELOP IOS,3,Spring 2023,Debugging
Version control,Students will learn how to use version control systems like Git to manage and track changes in their app development projects.,MOBILE APP DEVELOP IOS,3,Spring 2023,Version Control
Testing and quality assurance,Students will gain proficiency in testing their mobile apps to ensure they meet quality standards and are free from bugs and glitches.,MOBILE APP DEVELOP IOS,3,Spring 2023,Testing and quality assurance
Data visualization,Students will learn how to effectively visualize data using various tools and techniques.,INTRO TO DATA VISUALIZATION,3,Spring 2023,Data visualization
Data analysis,"Students will develop the skill of analyzing data to identify patterns, trends, and insights.",INTRO TO DATA VISUALIZATION,3,Spring 2023,Data analysis and interpretation
Data manipulation,Students will gain proficiency in manipulating data to prepare it for visualization.,INTRO TO DATA VISUALIZATION,3,Spring 2023,Data manipulation
Graphic design,Students will learn the principles of graphic design and apply them to create visually appealing data visualizations.,INTRO TO DATA VISUALIZATION,3,Spring 2023,Graphic design
Programming,Students will acquire basic programming skills to implement interactive and dynamic data visualizations.,INTRO TO DATA VISUALIZATION,3,Spring 2023,Programming
Design thinking,"Students will learn and practice the process of design thinking, which involves empathizing with users, defining problems, ideating solutions, prototyping, and testing.",INNOVATION & DESIGN LAB,3,Spring 2023,Design thinking
Rapid prototyping,Students will develop the skill of quickly creating prototypes using various tools and materials to test and iterate on their design ideas.,INNOVATION & DESIGN LAB,3,Spring 2023,Rapid prototyping
Collaboration,"Students will learn how to effectively collaborate with team members, stakeholders, and users to generate innovative ideas and solutions.",INNOVATION & DESIGN LAB,3,Spring 2023,Research collaboration
User research,"Students will gain the skill of conducting user research through interviews, observations, and surveys to understand user needs and preferences.",INNOVATION & DESIGN LAB,3,Spring 2023,User empathy
Creative problem-solving,Students will learn and apply techniques for creatively solving complex problems and generating innovative solutions.,INNOVATION & DESIGN LAB,3,Spring 2023,Collaborative problem-solving
Machine learning algorithms,Students will learn and apply various machine learning algorithms to solve real-world problems.,APPLIED MACHINE LEARNING,3,Spring 2023,Advanced machine learning
Data preprocessing,Students will gain proficiency in preprocessing and cleaning datasets to prepare them for machine learning tasks.,APPLIED MACHINE LEARNING,3,Spring 2023,Data cleaning and preprocessing
Model evaluation,Students will learn how to evaluate the performance of machine learning models using appropriate metrics and techniques.,APPLIED MACHINE LEARNING,3,Spring 2023,Model evaluation and validation
Feature engineering,Students will develop the skill of creating new features from existing data to improve the performance of machine learning models.,APPLIED MACHINE LEARNING,3,Spring 2023,Feature engineering
Programming in Python,"Students will enhance their programming skills in Python, which is widely used in the field of machine learning.",APPLIED MACHINE LEARNING,3,Spring 2023,Python/R programming
Data analysis,Students will develop the skill of analyzing data to draw meaningful conclusions and make informed decisions.,CAUSAL INFERENCE FOR DATA SCI,3,Spring 2023,Data analysis and interpretation
Statistical modeling,Students will learn how to use statistical models to analyze and interpret data.,CAUSAL INFERENCE FOR DATA SCI,3,Spring 2023,Causal modeling
Programming,Students will gain proficiency in programming languages such as Python or R to manipulate and analyze data.,CAUSAL INFERENCE FOR DATA SCI,3,Spring 2023,Programming
Experimental design,Students will learn how to design experiments to gather data and test causal relationships.,CAUSAL INFERENCE FOR DATA SCI,3,Spring 2023,Research design
Data visualization,Students will develop the skill of creating visual representations of data to effectively communicate insights.,CAUSAL INFERENCE FOR DATA SCI,3,Spring 2023,Data visualization
Machine learning algorithms,Students will learn and apply various machine learning algorithms to solve real-world problems.,APPLIED MACHINE LEARNING,3,Spring 2023,Advanced machine learning
Data preprocessing,Students will gain proficiency in preprocessing and cleaning datasets to prepare them for machine learning models.,APPLIED MACHINE LEARNING,3,Spring 2023,Data cleaning and preprocessing
Model evaluation,Students will learn how to evaluate the performance of machine learning models using appropriate metrics and techniques.,APPLIED MACHINE LEARNING,3,Spring 2023,Model evaluation and validation
Feature engineering,Students will develop the skill of creating new features from existing data to improve the performance of machine learning models.,APPLIED MACHINE LEARNING,3,Spring 2023,Feature engineering
Programming in Python,"Students will enhance their programming skills in Python, which is widely used in the field of machine learning.",APPLIED MACHINE LEARNING,3,Spring 2023,Python/R programming
Entrepreneurship,Students will learn the skills necessary to start and run a successful startup.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Entrepreneurship
Business planning,Students will develop the ability to create comprehensive business plans.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Business model development
Market research,Students will gain proficiency in conducting market research to identify target markets and customer needs.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Market research
Financial management,"Students will learn how to manage the financial aspects of a startup, including budgeting and forecasting.",BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Financial analysis
Pitching,Students will enhance their ability to effectively pitch their startup ideas to potential investors or partners.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Pitching
Algorithm design,Students will learn how to design efficient algorithms to solve complex problems.,COMPETITIVE PROGRAMMING,3,Spring 2023,Algorithm design
Data structures,"Students will gain proficiency in implementing and manipulating various data structures such as arrays, linked lists, stacks, queues, and trees.",COMPETITIVE PROGRAMMING,3,Spring 2023,Data structure design
Programming languages,"Students will develop skills in programming languages such as C++, Java, or Python, which are commonly used in competitive programming.",COMPETITIVE PROGRAMMING,3,Spring 2023,Tools and languages
Time complexity analysis,Students will learn how to analyze the time complexity of algorithms and optimize them for better performance.,COMPETITIVE PROGRAMMING,3,Spring 2023,Time complexity analysis
Debugging,Students will acquire skills in identifying and fixing errors in their code through systematic debugging techniques.,COMPETITIVE PROGRAMMING,3,Spring 2023,Debugging
Open source software development,Students will learn the skills required to develop software using open source technologies and tools.,OPEN SOURCE DEVELOPMENT,3,Spring 2023,Open source software
Version control,Students will gain proficiency in using version control systems such as Git to manage and track changes in software development projects.,OPEN SOURCE DEVELOPMENT,3,Spring 2023,Version Control
Collaborative coding,"Students will develop the ability to work collaboratively on coding projects using tools like GitHub, allowing them to contribute to open source projects.",OPEN SOURCE DEVELOPMENT,3,Spring 2023,Collaborative coding
Agile development,"Students will learn the skills necessary to work in an agile development environment, including iterative development, continuous integration, and frequent feedback.",OPEN SOURCE DEVELOPMENT,3,Spring 2023,Agile methodology
Test-driven development,"Students will learn the practice of test-driven development, where tests are written before the code, ensuring the quality and reliability of the software.",OPEN SOURCE DEVELOPMENT,3,Spring 2023,Test-driven development
Machine learning algorithms,Students will learn and apply various machine learning algorithms to solve real-world problems.,APPLIED MACHINE LEARNING,3,Spring 2023,Advanced machine learning
Data preprocessing,"Students will gain proficiency in cleaning, transforming, and preparing data for machine learning models.",APPLIED MACHINE LEARNING,3,Spring 2023,Data cleaning and preprocessing
Model evaluation and selection,Students will learn how to evaluate the performance of machine learning models and select the most appropriate one for a given task.,APPLIED MACHINE LEARNING,3,Spring 2023,Model evaluation and validation
Feature engineering,Students will develop the skill of creating new features from existing data to improve the performance of machine learning models.,APPLIED MACHINE LEARNING,3,Spring 2023,Feature engineering
Programming in Python,"Students will enhance their programming skills in Python, which is widely used in the field of machine learning.",APPLIED MACHINE LEARNING,3,Spring 2023,Python/R programming
System-on-Chip Design,Students will learn the skills required to design and develop system-on-chip (SoC) architectures.,EMBEDDED SCALABLE PLATFOR,3,Spring 2023,Microprocessor-based system design
Embedded Software Programming,Students will gain proficiency in programming embedded software for scalable platforms.,EMBEDDED SCALABLE PLATFOR,3,Spring 2023,Embedded System Architecture
Electronic Design Automation,Students will learn the skills necessary to use electronic design automation tools for designing embedded systems.,EMBEDDED SCALABLE PLATFOR,3,Spring 2023,Electronic Design Automation Tools
Reading and Analyzing Research Papers,Students will develop the skill of reading and analyzing research papers related to embedded scalable platforms.,EMBEDDED SCALABLE PLATFOR,3,Spring 2023,Reading and understanding research papers
Project Management,Students will acquire the skills needed to manage and complete a semester-long project related to embedded scalable platforms.,EMBEDDED SCALABLE PLATFOR,3,Spring 2023,Software project management
Digital logic design,"Students will learn how to design and manipulate digital circuits using Boolean algebra, Karnaugh maps, and basic gates.",FUNDAMENTALS OF COMPUTER,3,Spring 2023,Digital logic
Assembly language programming,Students will gain proficiency in programming in assembly language and understanding instruction sets.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Assembly language programming
Processor design,"Students will learn about the design and implementation of processors, including single-cycle and multi-cycle designs.",FUNDAMENTALS OF COMPUTER,3,Spring 2023,Processor design
Pipelined processors,Students will understand the concept of pipelining in processor design and its advantages.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Pipelining
Cache and virtual memory,Students will learn about the principles and implementation of cache memory and virtual memory systems.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Caches and virtual memory systems
Digital logic design,"Students will learn how to design and manipulate digital circuits using Boolean algebra, Karnaugh maps, and basic gates.",FUNDAMENTALS OF COMPUTER,3,Spring 2023,Digital logic
Assembly language programming,Students will gain proficiency in programming in assembly language and understanding instruction sets.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Assembly language programming
Processor design,"Students will learn about the design and implementation of processors, including single-cycle and multi-cycle designs.",FUNDAMENTALS OF COMPUTER,3,Spring 2023,Processor design
Pipelined processors,Students will understand the concept of pipelining in processor design and its advantages.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Pipelining
Cache and virtual memory,Students will learn about the principles and implementation of cache memory and virtual memory systems.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Caches and virtual memory systems
Digital logic design,"Students will learn how to design and manipulate digital circuits using Boolean algebra, Karnaugh maps, and basic gates.",FUNDAMENTALS OF COMPUTER,3,Spring 2023,Digital logic
Assembly language programming,Students will gain proficiency in programming in assembly language and understanding instruction sets.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Assembly language programming
Processor design,"Students will learn about the design and implementation of processors, including single-cycle and multi-cycle designs.",FUNDAMENTALS OF COMPUTER,3,Spring 2023,Processor design
Pipelined processors,Students will understand the concept of pipelining in processor design and its advantages.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Pipelining
Cache and virtual memory,Students will learn about the principles and implementation of cache memory and virtual memory systems.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Caches and virtual memory systems
Programming,"Students will develop programming skills in Python, C++, Java, or Ruby, which are essential for working with computer networks.",COMPUTER NETWORKS,3,Spring 2023,Programming
Network troubleshooting,"Students will learn how to diagnose and resolve network issues, developing the skill of troubleshooting.",COMPUTER NETWORKS,3,Spring 2023,Technical troubleshooting
Protocol analysis,Students will gain proficiency in analyzing network protocols to understand their functionality and identify potential vulnerabilities.,COMPUTER NETWORKS,3,Spring 2023,Protocol analysis
Network configuration,"Students will learn how to configure network devices, such as routers and switches, to establish and maintain network connectivity.",COMPUTER NETWORKS,3,Spring 2023,Network architecture
Network monitoring,Students will develop the skill of monitoring network performance and identifying bottlenecks or security threats.,COMPUTER NETWORKS,3,Spring 2023,Network monitoring
Programming,"Students will develop programming skills in Python, C++, Java, or Ruby, which are essential for working with computer networks.",COMPUTER NETWORKS,3,Spring 2023,Programming
Network troubleshooting,"Students will learn how to diagnose and resolve network issues, developing the skill of troubleshooting.",COMPUTER NETWORKS,3,Spring 2023,Technical troubleshooting
Protocol analysis,Students will gain proficiency in analyzing network protocols to understand their functionality and identify potential vulnerabilities.,COMPUTER NETWORKS,3,Spring 2023,Protocol analysis
Network configuration,"Students will learn how to configure network devices, such as routers and switches, to establish and maintain network connectivity.",COMPUTER NETWORKS,3,Spring 2023,Network architecture
Network monitoring,Students will develop the skill of monitoring network performance and identifying bottlenecks or security threats.,COMPUTER NETWORKS,3,Spring 2023,Network monitoring
Programming,"Students will develop programming skills in Python, C++, Java, or Ruby, which are essential for working with computer networks.",COMPUTER NETWORKS,3,Spring 2023,Programming
Network troubleshooting,"Students will learn how to diagnose and resolve network issues, developing the skill of troubleshooting.",COMPUTER NETWORKS,3,Spring 2023,Technical troubleshooting
Protocol analysis,Students will gain proficiency in analyzing network protocols to understand their functionality and identify potential vulnerabilities.,COMPUTER NETWORKS,3,Spring 2023,Protocol analysis
Network configuration,"Students will learn how to configure network devices, such as routers and switches, to establish and maintain network connectivity.",COMPUTER NETWORKS,3,Spring 2023,Network architecture
Network monitoring,Students will develop the skill of monitoring network performance and identifying bottlenecks or security threats.,COMPUTER NETWORKS,3,Spring 2023,Network monitoring
Programming,Students will gain proficiency in programming languages and techniques used in computer systems.,COMPUTER SYSTEMS FOR DATA,3,Spring 2023,Programming
Parallel Computing,"Students will learn about hardware and software techniques for exploiting instruction-level parallelism, data-level parallelism, and task level parallelism.",COMPUTER SYSTEMS FOR DATA,3,Spring 2023,Parallel Computing
Networking,Students will develop skills in understanding and designing network architectures for computer systems.,COMPUTER SYSTEMS FOR DATA,3,Spring 2023,Networking
Optimization,Students will learn techniques for optimizing latency and throughput in computer systems.,COMPUTER SYSTEMS FOR DATA,3,Spring 2023,Optimization techniques
Specialization,"Students will gain knowledge and skills in specialized areas of computer systems, such as data center computers.",COMPUTER SYSTEMS FOR DATA,3,Spring 2023,Specialization
Quantitative analysis,Students will learn how to analyze and interpret data in the context of computer architecture.,COMPUTER ARCHITECTURE,3,Spring 2023,Fundamentals of quantitative analysis
Pipelining,Students will gain proficiency in understanding and implementing pipelining techniques in computer architecture.,COMPUTER ARCHITECTURE,3,Spring 2023,Pipelining
Memory hierarchy design,Students will learn how to design and optimize memory hierarchies in computer systems.,COMPUTER ARCHITECTURE,3,Spring 2023,Memory Architecture
Parallelism,"Students will develop skills in identifying and exploiting different forms of parallelism, such as instruction-level, thread-level, and data-level parallelism.",COMPUTER ARCHITECTURE,3,Spring 2023,Parallelism
Cache coherence,Students will learn about cache coherence protocols and techniques used to ensure data consistency in multiprocessor systems.,COMPUTER ARCHITECTURE,3,Spring 2023,Cache coherence
Embedded system design,"Students will learn how to design embedded systems, combining hardware and software, to accomplish specific objectives.",EMBEDDED SYSTEMS,3,Spring 2023,Embedded System Architecture
C programming,"Students will gain proficiency in C programming, which is essential for developing embedded systems.",EMBEDDED SYSTEMS,3,Spring 2023,C++ programming
I/O interfacing,"Students will learn how to interface input/output devices with embedded systems, allowing them to manipulate and control external devices.",EMBEDDED SYSTEMS,3,Spring 2023,I/O interfacing
Peripherals,"Students will acquire knowledge and skills in working with various peripherals, such as sensors, actuators, and communication modules, to enhance the functionality of embedded systems.",EMBEDDED SYSTEMS,3,Spring 2023,Peripherals
Microprocessor-based system design,"Students will learn how to design and implement embedded systems using microprocessors, enabling them to create complex and efficient systems.",EMBEDDED SYSTEMS,3,Spring 2023,Microprocessor-based system design
Algorithm analysis,Students will learn how to analyze the efficiency and performance of algorithms.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Algorithm design
Sorting and searching,Students will gain proficiency in implementing and optimizing sorting and searching algorithms.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Sorting and searching
Dynamic programming,Students will develop the skill of solving complex problems by breaking them down into smaller overlapping subproblems.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Dynamic programming
Graph algorithms,Students will learn how to manipulate and traverse graphs to solve various problems.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Algorithms on graphs
Approximation algorithms,Students will acquire the skill of designing algorithms that provide near-optimal solutions for NP-hard problems.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Approximation algorithms
Algorithm analysis,Students will learn how to analyze the efficiency and performance of algorithms.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Algorithm design
Sorting and searching,Students will gain proficiency in implementing and optimizing sorting and searching algorithms.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Sorting and searching
Dynamic programming,Students will develop the skill of solving complex problems by breaking them down into smaller overlapping subproblems.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Dynamic programming
Graph algorithms,Students will learn how to manipulate and traverse graphs to solve various problems.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Algorithms on graphs
Approximation algorithms,Students will acquire the skill of designing algorithms that provide near-optimal solutions for NP-hard problems.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Approximation algorithms
Algorithm analysis,Students will learn how to analyze the efficiency and performance of algorithms.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Algorithm design
Sorting and searching,Students will gain proficiency in implementing and optimizing sorting and searching algorithms.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Sorting and searching
Dynamic programming,Students will develop the skill of solving complex problems by breaking them down into smaller overlapping subproblems.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Dynamic programming
Graph algorithms,Students will learn how to manipulate and traverse graphs to solve various computational problems.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Algorithms on graphs
Approximation algorithms,Students will acquire the skill of designing algorithms that provide near-optimal solutions for NP-hard problems.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Approximation algorithms
Python programming,"Students will learn how to write and execute Python programs, gaining proficiency in the language.",INTRO TO COMP FOR ENG/APP,3,Spring 2023,Python/R programming
Computational thinking,"Students will develop the ability to break down complex problems into smaller, manageable parts and apply algorithmic problem-solving techniques.",INTRO TO COMP FOR ENG/APP,3,Spring 2023,Algorithmic thinking
Data analysis,"Students will learn how to manipulate and analyze data using Python, including techniques such as data cleaning, visualization, and statistical analysis.",INTRO TO COMP FOR ENG/APP,3,Spring 2023,Data analysis and interpretation
Debugging,Students will acquire the skill of identifying and fixing errors in their code through the process of debugging.,INTRO TO COMP FOR ENG/APP,3,Spring 2023,Debugging
Collaboration,Students will practice working in teams and develop skills in collaborating with others on programming projects.,INTRO TO COMP FOR ENG/APP,3,Spring 2023,Research collaboration
