Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill
Time management,"Students will develop the ability to prioritize tasks, manage deadlines, and efficiently allocate resources in network-related projects.",INTRO TO NETWORKS AND CROWDS,3,Spring 2023,Time management
Problem-solving,Students will develop the ability to identify and solve problems related to geometric data analysis.,GEOMETRIC DATA ANALYSIS,3,Spring 2023,Collaborative problem-solving
Critical analysis,Students will enhance their ability to critically analyze and interpret results obtained from geometric data analysis.,GEOMETRIC DATA ANALYSIS,3,Spring 2023,Critical evaluation
Communication,Students will improve their ability to effectively communicate findings and insights from geometric data analysis to both technical and non-technical audiences.,GEOMETRIC DATA ANALYSIS,3,Spring 2023,Communication
Collaboration,Students will develop the ability to work collaboratively in teams to solve complex problems in geometric data analysis.,GEOMETRIC DATA ANALYSIS,3,Spring 2023,Research collaboration
Adaptability,Students will learn to adapt and apply their skills and knowledge to different real-world scenarios and datasets in geometric data analysis.,GEOMETRIC DATA ANALYSIS,3,Spring 2023,Adaptability
Critical thinking,Students will develop the ability to think critically and analyze complex problems.,PROG ANALYSIS SECURITY,3,Spring 2023,Critical thinking
Communication,"Students will enhance their communication skills, both verbally and in written form, to effectively convey technical information.",PROG ANALYSIS SECURITY,3,Spring 2023,Communication
Collaboration,Students will develop the ability to work collaboratively in teams to solve programming and security-related challenges.,PROG ANALYSIS SECURITY,3,Spring 2023,Research collaboration
Attention to detail,"Students will cultivate the ability to pay close attention to details, ensuring accuracy and precision in their work.",PROG ANALYSIS SECURITY,3,Spring 2023,Attention to detail
Adaptability,"Students will develop the ability to adapt to changing technologies and security threats, staying up-to-date with the latest advancements in the field.",PROG ANALYSIS SECURITY,3,Spring 2023,Adaptability
Data analysis,Students will develop the ability to analyze and interpret data to draw causal conclusions.,CAUSAL INFERENCE II,3,Spring 2023,Data analysis and interpretation
Critical evaluation,Students will enhance their ability to critically evaluate research studies and assess the validity of causal claims.,CAUSAL INFERENCE II,3,Spring 2023,Critical evaluation
Problem-solving,Students will apply their knowledge and skills to solve complex problems related to causal inference.,CAUSAL INFERENCE II,3,Spring 2023,Collaborative problem-solving
Written communication,Students will improve their ability to communicate their findings and insights through written reports.,CAUSAL INFERENCE II,3,Spring 2023,Written communication
Collaboration,Students will develop the ability to work effectively in teams and collaborate on causal inference projects.,CAUSAL INFERENCE II,3,Spring 2023,Research collaboration
Critical thinking,Students will develop the ability to think critically and analyze complex business situations.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Critical thinking
Decision-making,Students will enhance their ability to make informed decisions in the context of startup management.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Data-driven decision making
Networking,Students will develop networking skills to build connections with industry professionals and potential partners.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Networking
Adaptability,Students will learn to adapt to changing market conditions and pivot their startup strategies accordingly.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Adaptability
Leadership,Students will enhance their leadership abilities to effectively manage teams and drive the success of their startup.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Leadership
Analytical thinking,"Students will develop the ability to analyze and interpret visual data, and to apply appropriate computer vision techniques to solve problems.",APPLIED COMPUTER VISION,3,Spring 2023,Analytical skills
Research skills,"Students will enhance their ability to conduct research in the field of computer vision, including literature review and experimental design.",APPLIED COMPUTER VISION,3,Spring 2023,Research skills
Critical thinking,Students will develop the ability to critically evaluate and compare different computer vision algorithms and approaches.,APPLIED COMPUTER VISION,3,Spring 2023,Critical thinking
Collaboration,"Students will enhance their ability to work effectively in teams, as computer vision projects often require collaboration and sharing of resources.",APPLIED COMPUTER VISION,3,Spring 2023,Research collaboration
Presentation skills,Students will improve their ability to effectively communicate and present their computer vision projects and findings to both technical and non-technical audiences.,APPLIED COMPUTER VISION,3,Spring 2023,Presentation Skills
Critical thinking,Students will develop the ability to critically analyze and interpret empirical data.,EMPIRICAL METHODS DATA SC,3,Spring 2023,Critical thinking
Problem-solving,Students will enhance their problem-solving skills through the application of statistical methods to real-world data.,EMPIRICAL METHODS DATA SC,3,Spring 2023,Collaborative problem-solving
Written communication,Students will improve their ability to communicate research findings effectively through written reports.,EMPIRICAL METHODS DATA SC,3,Spring 2023,Written communication
Data interpretation,Students will develop the ability to interpret and draw meaningful conclusions from empirical data.,EMPIRICAL METHODS DATA SC,3,Spring 2023,Data analysis and interpretation
Collaboration,Students will enhance their ability to work collaboratively in research teams and effectively contribute to empirical studies.,EMPIRICAL METHODS DATA SC,3,Spring 2023,Research collaboration
Analytical thinking,Students will develop the ability to analyze complex problems and devise efficient solutions using algorithms and data structures.,COMPETITIVE PROGRAMMING,3,Spring 2023,Analytical skills
Time management,Students will enhance their ability to manage their time effectively while working on programming challenges with strict time limits.,COMPETITIVE PROGRAMMING,3,Spring 2023,Time management
Collaboration,Students will improve their ability to work in teams and collaborate with others to solve programming problems.,COMPETITIVE PROGRAMMING,3,Spring 2023,Research collaboration
Adaptability,"Students will develop the ability to quickly adapt to new programming languages, tools, and problem domains.",COMPETITIVE PROGRAMMING,3,Spring 2023,Adaptability
Attention to detail,Students will cultivate the ability to pay close attention to details in their code to ensure correctness and efficiency.,COMPETITIVE PROGRAMMING,3,Spring 2023,Attention to detail
Problem-solving,Students will develop the ability to analyze and solve complex problems encountered in open source development.,OPEN SOURCE DEVELOPMENT,3,Spring 2023,Collaborative problem-solving
Adaptability,"Students will learn to adapt to different programming languages, frameworks, and tools used in open source projects.",OPEN SOURCE DEVELOPMENT,3,Spring 2023,Adaptability
Critical Thinking,Students will enhance their critical thinking skills to evaluate and improve open source code and projects.,OPEN SOURCE DEVELOPMENT,3,Spring 2023,Critical thinking
Collaboration,Students will develop the ability to effectively collaborate with other developers in distributed open source teams.,OPEN SOURCE DEVELOPMENT,3,Spring 2023,Research collaboration
Time Management,Students will learn to manage their time effectively to meet project deadlines and contribute to open source projects.,OPEN SOURCE DEVELOPMENT,3,Spring 2023,Time management
Creative thinking,Students will develop the ability to think creatively and generate innovative ideas.,INNOVATION & DESIGN LAB,3,Spring 2023,Creativity
Critical thinking,Students will enhance their ability to analyze and evaluate different design solutions and make informed decisions.,INNOVATION & DESIGN LAB,3,Spring 2023,Critical thinking
Adaptability,Students will learn to adapt to changing circumstances and embrace uncertainty in the innovation and design process.,INNOVATION & DESIGN LAB,3,Spring 2023,Adaptability
Project management,"Students will acquire the ability to effectively plan, organize, and manage innovation and design projects.",INNOVATION & DESIGN LAB,3,Spring 2023,Software project management
Research skills,Students will develop research skills to gather relevant information and data to inform their design decisions.,INNOVATION & DESIGN LAB,3,Spring 2023,Research skills
Problem-solving,Students will develop the ability to analyze and solve complex problems that arise during the development of mobile applications.,MOBILE APP DEVELOP IOS,3,Spring 2023,Collaborative problem-solving
Collaboration,"Students will enhance their ability to work effectively in teams, collaborating with other developers, designers, and stakeholders to create successful mobile apps.",MOBILE APP DEVELOP IOS,3,Spring 2023,Research collaboration
Adaptability,Students will learn to adapt to changing technologies and industry trends in the field of mobile app development.,MOBILE APP DEVELOP IOS,3,Spring 2023,Adaptability
Time management,Students will develop the ability to effectively manage their time and prioritize tasks to meet project deadlines.,MOBILE APP DEVELOP IOS,3,Spring 2023,Time management
Attention to detail,"Students will enhance their ability to pay attention to small details in app development, ensuring high-quality and error-free code.",MOBILE APP DEVELOP IOS,3,Spring 2023,Attention to detail
Critical thinking,Students will develop the ability to critically analyze data and make informed decisions based on the visualizations.,INTRO TO DATA VISUALIZATION,3,Spring 2023,Critical thinking
Visual interpretation,Students will enhance their ability to interpret and understand visual representations of data.,INTRO TO DATA VISUALIZATION,3,Spring 2023,Visual interpretation
Collaboration,Students will learn to collaborate effectively with others in the process of creating and presenting data visualizations.,INTRO TO DATA VISUALIZATION,3,Spring 2023,Research collaboration
Presentation skills,Students will improve their ability to present and communicate data visualizations to different audiences.,INTRO TO DATA VISUALIZATION,3,Spring 2023,Presentation Skills
Data-driven decision making,Students will develop the ability to use data visualizations to support decision-making processes in various domains.,INTRO TO DATA VISUALIZATION,3,Spring 2023,Data-driven decision making
Creative thinking,Students will develop the ability to think creatively and generate innovative ideas and solutions.,INNOVATION & DESIGN LAB,3,Spring 2023,Creativity
Adaptability,Students will enhance their ability to adapt to changing circumstances and embrace new approaches and technologies.,INNOVATION & DESIGN LAB,3,Spring 2023,Adaptability
Presentation skills,Students will improve their ability to effectively present and communicate their design ideas and solutions to various stakeholders.,INNOVATION & DESIGN LAB,3,Spring 2023,Presentation Skills
Critical thinking,Students will develop the ability to analyze and evaluate design problems and solutions from multiple perspectives.,INNOVATION & DESIGN LAB,3,Spring 2023,Critical thinking
Iterative design,"Students will learn and practice the ability to iterate on their designs based on feedback and user testing, continuously improving their solutions.",INNOVATION & DESIGN LAB,3,Spring 2023,Iterative design
Critical thinking,Students will develop the ability to think critically and analyze complex problems in the context of machine learning.,APPLIED MACHINE LEARNING,3,Spring 2023,Critical thinking
Problem-solving,Students will enhance their problem-solving skills by applying machine learning techniques to real-world scenarios.,APPLIED MACHINE LEARNING,3,Spring 2023,Collaborative problem-solving
Collaboration,Students will develop the ability to collaborate effectively with team members on machine learning projects.,APPLIED MACHINE LEARNING,3,Spring 2023,Research collaboration
Presentation skills,Students will improve their ability to present and communicate their findings and insights from machine learning experiments.,APPLIED MACHINE LEARNING,3,Spring 2023,Presentation Skills
Adaptability,Students will learn to adapt and apply different machine learning techniques to various domains and datasets.,APPLIED MACHINE LEARNING,3,Spring 2023,Adaptability
Critical thinking,Students will develop the ability to think critically and evaluate the validity of causal claims based on data.,CAUSAL INFERENCE FOR DATA SCI,3,Spring 2023,Critical thinking
Problem-solving,Students will enhance their problem-solving abilities by applying causal inference methods to real-world scenarios.,CAUSAL INFERENCE FOR DATA SCI,3,Spring 2023,Collaborative problem-solving
Analytical reasoning,Students will develop the ability to analyze complex data sets and identify causal relationships.,CAUSAL INFERENCE FOR DATA SCI,3,Spring 2023,Analytical skills
Communication,Students will enhance their ability to effectively communicate their findings and insights from causal inference analyses.,CAUSAL INFERENCE FOR DATA SCI,3,Spring 2023,Communication
Research skills,Students will develop the ability to conduct research and literature reviews to stay updated on the latest developments in causal inference methods.,CAUSAL INFERENCE FOR DATA SCI,3,Spring 2023,Research skills
Critical thinking,Students will develop the ability to think critically and analyze complex problems in the context of machine learning.,APPLIED MACHINE LEARNING,3,Spring 2023,Critical thinking
Problem-solving,Students will enhance their problem-solving abilities by applying machine learning techniques to real-world datasets.,APPLIED MACHINE LEARNING,3,Spring 2023,Collaborative problem-solving
Collaboration,Students will develop the ability to collaborate effectively with team members on machine learning projects.,APPLIED MACHINE LEARNING,3,Spring 2023,Research collaboration
Presentation skills,Students will improve their ability to present and communicate their findings and insights from machine learning experiments.,APPLIED MACHINE LEARNING,3,Spring 2023,Presentation Skills
Adaptability,Students will learn to adapt and apply different machine learning techniques to various domains and datasets.,APPLIED MACHINE LEARNING,3,Spring 2023,Adaptability
Critical thinking,Students will develop the ability to think critically and analyze complex business situations.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Critical thinking
Decision-making,Students will enhance their ability to make informed decisions in the context of startup operations.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Data-driven decision making
Networking,Students will develop networking skills to build connections with industry professionals and potential partners.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Networking
Adaptability,Students will learn to adapt to changing market conditions and pivot their startup strategies accordingly.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Adaptability
Leadership,Students will enhance their leadership abilities to effectively manage teams and drive the success of their startup.,BLDNG SUCCESSFUL STARTUP,3,Spring 2023,Leadership
Problem-solving,"Students will develop the ability to analyze complex problems, break them down into smaller subproblems, and devise efficient algorithms to solve them.",COMPETITIVE PROGRAMMING,3,Spring 2023,Collaborative problem-solving
Critical thinking,Students will enhance their ability to think critically and logically while approaching programming challenges.,COMPETITIVE PROGRAMMING,3,Spring 2023,Critical thinking
Time management,"Students will learn to manage their time effectively to solve problems within given time constraints, a crucial skill in competitive programming contests.",COMPETITIVE PROGRAMMING,3,Spring 2023,Time management
Collaboration,Students will develop the ability to work in teams and collaborate with others to solve programming problems efficiently.,COMPETITIVE PROGRAMMING,3,Spring 2023,Research collaboration
Adaptability,Students will learn to adapt their problem-solving strategies to different types of problems and programming environments.,COMPETITIVE PROGRAMMING,3,Spring 2023,Adaptability
Problem-solving,Students will enhance their problem-solving abilities as they encounter challenges and complexities in open source software development projects.,OPEN SOURCE DEVELOPMENT,3,Spring 2023,Collaborative problem-solving
Communication,"Students will develop effective communication skills, both written and verbal, to collaborate with team members, contribute to discussions, and document their work.",OPEN SOURCE DEVELOPMENT,3,Spring 2023,Communication
Adaptability,"Students will develop the ability to adapt to different programming languages, frameworks, and tools commonly used in open source development, allowing them to work on diverse projects.",OPEN SOURCE DEVELOPMENT,3,Spring 2023,Adaptability
Time management,"Students will learn to manage their time effectively, balancing multiple tasks and deadlines in the context of open source development projects.",OPEN SOURCE DEVELOPMENT,3,Spring 2023,Time management
Critical thinking,"Students will enhance their critical thinking abilities, analyzing and evaluating different approaches and solutions to software development problems, ensuring the development of high-quality software.",OPEN SOURCE DEVELOPMENT,3,Spring 2023,Critical thinking
Problem-solving,"Students will develop the ability to identify and formulate machine learning problems, and apply appropriate techniques to solve them.",APPLIED MACHINE LEARNING,3,Spring 2023,Collaborative problem-solving
Critical thinking,"Students will enhance their ability to analyze and evaluate the performance of machine learning models, and make informed decisions based on the results.",APPLIED MACHINE LEARNING,3,Spring 2023,Critical thinking
Collaboration,"Students will develop the ability to work effectively in teams, as machine learning projects often require collaboration and teamwork.",APPLIED MACHINE LEARNING,3,Spring 2023,Research collaboration
Presentation skills,Students will improve their ability to effectively communicate and present their findings and results from machine learning projects.,APPLIED MACHINE LEARNING,3,Spring 2023,Presentation Skills
Adaptability,Students will develop the ability to adapt and apply machine learning techniques to different domains and problem scenarios.,APPLIED MACHINE LEARNING,3,Spring 2023,Adaptability
Critical Thinking,Students will develop the ability to think critically and analyze complex problems related to embedded scalable platforms.,EMBEDDED SCALABLE PLATFOR,3,Spring 2023,Critical thinking
Collaboration,Students will enhance their ability to collaborate effectively with peers on group projects and class discussions.,EMBEDDED SCALABLE PLATFOR,3,Spring 2023,Research collaboration
Presentation Skills,Students will improve their ability to present their ideas and research findings effectively to an audience.,EMBEDDED SCALABLE PLATFOR,3,Spring 2023,Presentation Skills
Research Skills,Students will develop the ability to conduct research and gather relevant information for their semester-long project.,EMBEDDED SCALABLE PLATFOR,3,Spring 2023,Research skills
Adaptability,Students will learn to adapt to new technologies and emerging trends in the field of embedded scalable platforms.,EMBEDDED SCALABLE PLATFOR,3,Spring 2023,Adaptability
Problem-solving,Students will develop problem-solving abilities through the application of digital logic design and assembly language programming.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Collaborative problem-solving
Analytical thinking,Students will enhance their ability to analyze and understand complex computer systems and architectures.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Analytical skills
Logical reasoning,Students will develop logical reasoning skills through the study of Boolean algebra and digital logic design.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Mathematical Reasoning
Communication,Students will enhance their ability to effectively communicate technical concepts related to computer organization and digital logic.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Communication
Critical thinking,Students will develop critical thinking skills by evaluating and making design decisions in the context of computer organization and digital logic.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Critical thinking
Problem-solving,Students will develop problem-solving abilities through the application of digital logic design and assembly language programming.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Collaborative problem-solving
Analytical thinking,Students will enhance their ability to analyze and understand complex computer systems and architectures.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Analytical skills
Logical reasoning,Students will develop logical reasoning skills through the study of Boolean algebra and digital logic design.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Mathematical Reasoning
Communication,Students will enhance their ability to effectively communicate technical concepts related to computer organization and digital logic.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Communication
Critical thinking,Students will develop critical thinking skills by evaluating and making design decisions in the context of computer organization and digital logic.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Critical thinking
Problem-solving,Students will develop problem-solving abilities through the application of digital logic design and assembly language programming.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Collaborative problem-solving
Analytical thinking,Students will enhance their ability to analyze and understand complex computer systems and architectures.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Analytical skills
Logical reasoning,Students will develop logical reasoning skills through the study of Boolean algebra and digital logic design.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Mathematical Reasoning
Communication,Students will enhance their ability to effectively communicate technical concepts related to computer organization and digital logic.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Communication
Critical thinking,Students will develop critical thinking skills by evaluating and making design decisions in the context of computer organization and digital logic.,FUNDAMENTALS OF COMPUTER,3,Spring 2023,Critical thinking
Problem-solving,"Students will develop the ability to analyze and solve network-related issues, applying their knowledge of network protocols and troubleshooting skills.",COMPUTER NETWORKS,3,Spring 2023,Collaborative problem-solving
Collaboration,"Students will enhance their ability to work effectively in teams, as computer networks often require collaboration for design, implementation, and troubleshooting.",COMPUTER NETWORKS,3,Spring 2023,Research collaboration
Critical thinking,"Students will develop the ability to evaluate network performance and security, making informed decisions to optimize network operations.",COMPUTER NETWORKS,3,Spring 2023,Critical thinking
Adaptability,"Students will learn to adapt to different network environments and technologies, as computer networks evolve rapidly.",COMPUTER NETWORKS,3,Spring 2023,Adaptability
Documentation,"Students will develop the ability to document network configurations, troubleshooting steps, and solutions, ensuring effective communication and knowledge sharing.",COMPUTER NETWORKS,3,Spring 2023,Documentation
Problem-solving,"Students will develop the ability to analyze and solve network-related issues, applying their knowledge of network protocols and troubleshooting skills.",COMPUTER NETWORKS,3,Spring 2023,Collaborative problem-solving
Collaboration,"Students will enhance their ability to work effectively in teams, as computer networks often require collaboration for design, implementation, and troubleshooting.",COMPUTER NETWORKS,3,Spring 2023,Research collaboration
Critical thinking,"Students will develop the ability to evaluate network performance and security, making informed decisions to optimize network operations.",COMPUTER NETWORKS,3,Spring 2023,Critical thinking
Adaptability,"Students will learn to adapt to different network environments and technologies, as computer networks evolve rapidly.",COMPUTER NETWORKS,3,Spring 2023,Adaptability
Documentation,"Students will enhance their ability to document network configurations, troubleshooting steps, and solutions, ensuring effective communication and knowledge sharing.",COMPUTER NETWORKS,3,Spring 2023,Documentation
Problem-solving,"Students will develop the ability to analyze and solve network-related issues, applying their knowledge and skills to troubleshoot problems.",COMPUTER NETWORKS,3,Spring 2023,Collaborative problem-solving
Collaboration,"Students will enhance their ability to work effectively in teams, as computer networks often require collaboration for design, implementation, and troubleshooting.",COMPUTER NETWORKS,3,Spring 2023,Research collaboration
Critical thinking,Students will develop the ability to think critically and evaluate different network solutions or approaches based on their advantages and limitations.,COMPUTER NETWORKS,3,Spring 2023,Critical thinking
Adaptability,"Students will learn to adapt to evolving network technologies and protocols, as the field of computer networks is constantly evolving.",COMPUTER NETWORKS,3,Spring 2023,Adaptability
Documentation,"Students will develop the ability to document network configurations, troubleshooting steps, and solutions, ensuring clear and concise communication within a network team.",COMPUTER NETWORKS,3,Spring 2023,Documentation
Problem-solving,Students will develop the ability to analyze and solve complex problems related to computer systems.,COMPUTER SYSTEMS FOR DATA,3,Spring 2023,Collaborative problem-solving
Communication,Students will enhance their ability to effectively communicate technical concepts related to computer systems.,COMPUTER SYSTEMS FOR DATA,3,Spring 2023,Communication
Organization,Students will develop the ability to organize and manage complex projects and tasks in computer systems.,COMPUTER SYSTEMS FOR DATA,3,Spring 2023,Organization
Analytical Thinking,Students will develop the ability to analyze and evaluate different approaches and tradeoffs in computer system design.,COMPUTER SYSTEMS FOR DATA,3,Spring 2023,Analytical skills
Collaboration,Students will enhance their ability to work effectively in teams and collaborate on computer system projects.,COMPUTER SYSTEMS FOR DATA,3,Spring 2023,Research collaboration
Problem-solving,Students will develop the ability to analyze and solve complex problems related to computer architecture.,COMPUTER ARCHITECTURE,3,Spring 2023,Collaborative problem-solving
Critical thinking,Students will enhance their ability to think critically and evaluate different design choices and trade-offs in computer architecture.,COMPUTER ARCHITECTURE,3,Spring 2023,Critical thinking
Communication,Students will improve their ability to effectively communicate complex technical concepts and ideas related to computer architecture.,COMPUTER ARCHITECTURE,3,Spring 2023,Communication
Teamwork,Students will develop the ability to work collaboratively in teams to design and implement computer architecture projects.,COMPUTER ARCHITECTURE,3,Spring 2023,Teamwork
Research skills,Students will acquire the ability to conduct research and explore advanced topics in computer architecture independently.,COMPUTER ARCHITECTURE,3,Spring 2023,Research skills
Problem-solving,Students will develop strong problem-solving abilities as they encounter challenges in designing and implementing embedded systems.,EMBEDDED SYSTEMS,3,Spring 2023,Collaborative problem-solving
Analytical thinking,Students will enhance their ability to analyze complex problems and make informed decisions in the design and optimization of embedded systems.,EMBEDDED SYSTEMS,3,Spring 2023,Analytical skills
Teamwork,"Students will develop teamwork skills through laboratory sessions and the term project, where they will collaborate with peers to design and implement a microprocessor-based embedded system.",EMBEDDED SYSTEMS,3,Spring 2023,Teamwork
Project management,"Students will learn how to manage a term project, including planning, organizing, and executing tasks within given constraints and deadlines.",EMBEDDED SYSTEMS,3,Spring 2023,Software project management
Documentation,"Students will improve their ability to document their design decisions, implementation details, and testing procedures, ensuring clear and comprehensive project documentation.",EMBEDDED SYSTEMS,3,Spring 2023,Documentation
Problem-solving,Students will develop the ability to analyze complex problems and devise efficient algorithms to solve them.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Collaborative problem-solving
Critical thinking,Students will enhance their ability to think critically and evaluate the efficiency and correctness of algorithms.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Critical thinking
Analytical reasoning,Students will improve their ability to reason analytically and make informed decisions in algorithm design.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Analytical skills
Algorithm implementation,Students will gain the ability to implement algorithms in a programming language and test their correctness and efficiency.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Algorithm design
Algorithm optimization,Students will develop the ability to optimize algorithms by identifying bottlenecks and improving their time and space complexity.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Algorithm design
Problem-solving,Students will develop the ability to analyze complex problems and devise efficient algorithms to solve them.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Collaborative problem-solving
Critical thinking,Students will enhance their ability to think critically and evaluate the efficiency and correctness of algorithms.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Critical thinking
Analytical reasoning,Students will improve their ability to reason analytically and make informed decisions in algorithm design.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Analytical skills
Algorithm implementation,Students will gain the ability to implement algorithms in a programming language and test their correctness and efficiency.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Algorithm design
Algorithm optimization,Students will develop the ability to optimize algorithms by identifying bottlenecks and improving their time and space complexity.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Algorithm design
Problem-solving,Students will develop the ability to analyze complex problems and devise algorithmic solutions.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Collaborative problem-solving
Critical thinking,Students will enhance their ability to think critically and evaluate the efficiency and correctness of algorithms.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Critical thinking
Algorithmic reasoning,Students will develop the ability to reason about the behavior and performance of algorithms.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Algorithmic thinking
Logical reasoning,Students will enhance their ability to logically analyze and deduce solutions to algorithmic problems.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Mathematical Reasoning
Technical communication,Students will improve their ability to effectively communicate algorithmic concepts and solutions to others.,ANALYSIS OF ALGORITHMS I,3,Spring 2023,Technical writing
Problem-solving,Students will enhance their ability to analyze and solve problems using computational thinking and programming techniques.,INTRO TO COMP FOR ENG/APP,3,Spring 2023,Collaborative problem-solving
Critical thinking,"Students will develop the ability to evaluate and assess different approaches to problem-solving, considering their strengths and weaknesses.",INTRO TO COMP FOR ENG/APP,3,Spring 2023,Critical thinking
Algorithmic reasoning,"Students will gain the ability to design and analyze algorithms, understanding their efficiency and correctness.",INTRO TO COMP FOR ENG/APP,3,Spring 2023,Algorithmic thinking
Communication,"Students will improve their ability to effectively communicate their ideas, solutions, and findings through written reports, presentations, and code documentation.",INTRO TO COMP FOR ENG/APP,3,Spring 2023,Communication
Adaptability,"Students will develop the ability to adapt to new technologies, programming languages, and problem domains, as computing continues to evolve.",INTRO TO COMP FOR ENG/APP,3,Spring 2023,Adaptability
